,mean_test_mae,mean_test_wmae,mean_test_rmse,mean_test_wrmse,param_alpha,param_degree,param_gamma,param_kernel,Unnamed: 0,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,split5_test_mae,split6_test_mae,split7_test_mae,split8_test_mae,split9_test_mae,std_test_mae,rank_test_mae,split0_test_wmae,split1_test_wmae,split2_test_wmae,split3_test_wmae,split4_test_wmae,split5_test_wmae,split6_test_wmae,split7_test_wmae,split8_test_wmae,split9_test_wmae,std_test_wmae,rank_test_wmae,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,split5_test_rmse,split6_test_rmse,split7_test_rmse,split8_test_rmse,split9_test_rmse,std_test_rmse,rank_test_rmse,split0_test_wrmse,split1_test_wrmse,split2_test_wrmse,split3_test_wrmse,split4_test_wrmse,split5_test_wrmse,split6_test_wrmse,split7_test_wrmse,split8_test_wrmse,split9_test_wrmse,std_test_wrmse,rank_test_wrmse
0,-0.4405036870529977,-0.8006036714720335,-0.736429486196028,-1.5605990566115668,1e-05,,,linear,0,175.43988556861873,3.4884582455165463,1.1073747634887696,0.0913521288258875,"{'alpha': 1e-05, 'gamma': None, 'kernel': 'linear'}",-0.4351855529232113,-0.4428340348686901,-0.4934900598717279,-0.4425249028903141,-0.4538183968601754,-0.4625041560936635,-0.4331997325030111,-0.36342292839783985,-0.44034331957174855,-0.4377137865495954,0.030837082537491324,236,-0.7382414473219643,-0.6980740503717986,-0.7106506445431344,-0.7777381922361436,-0.727785941291717,-0.8011818503871964,-0.6387182854078837,-1.5052498558519631,-0.7185223189539046,-0.6898741283546295,0.23875720032079814,236,-0.6795221911832765,-0.6604183749703136,-0.7773765672467077,-0.7213670709253202,-0.7553686796175552,-0.7375847098600485,-0.6221105164877815,-0.96833015876229,-0.7184592810995656,-0.7237573118074219,0.08866225673405237,236,-1.2548276729122911,-1.0407440679543345,-1.106355477884332,-1.3068358866924024,-1.1795557882583063,-1.2542145157188769,-0.9709023394443004,-5.138635652259893,-1.1902777642413562,-1.1636414007495746,1.1965928765025138,232
1,-0.14265064790299592,-0.5520766333675496,-0.5893747564348171,-1.6146123310929743,1e-05,,,rbf,1,156.7398057460785,67.80782896842814,2.411370372772217,1.3164319150862418,"{'alpha': 1e-05, 'gamma': None, 'kernel': 'rbf'}",-0.12712628118749733,-0.14059794209426665,-0.16172635604806432,-0.15472047567025488,-0.13177449298269575,-0.1255397615704361,-0.12188190992983712,-0.15855928912164247,-0.14715151159508014,-0.15742845883018464,0.01445310671016289,52,-0.38730208589820214,-0.4355823620689032,-0.364439145711428,-0.4605222451343754,-0.5005429414896435,-0.4176230758436644,-0.39598733914354495,-1.5573632011442633,-0.4922591763704226,-0.5091447608710491,0.3384422114643016,138,-0.3666515833608506,-0.4979801566109452,-0.5776886439913939,-0.6900075501075721,-0.573873560879686,-0.4722190278742376,-0.34965963129257094,-1.067320063639304,-0.5993106939824305,-0.6990366526091809,0.1949890697228911,159,-0.7298770371347391,-1.0364008484193388,-0.849966836581506,-1.3036501053657543,-1.7599111670550982,-1.010406341049483,-0.7552421932932121,-5.832802012995068,-1.4542161819028685,-1.4136505871326783,1.4416100617285919,239
2,-0.1057056033315086,-0.3939854907126595,-0.40646984250720253,-1.1690995124460295,1e-05,,,laplacian,2,59.18760755062103,20.790084352093412,5.260008382797241,1.8794009559183444,"{'alpha': 1e-05, 'gamma': None, 'kernel': 'laplacian'}",-0.0982385345095661,-0.10031727030105034,-0.12006202794860453,-0.11099022229102824,-0.10780396805360637,-0.10250507592978372,-0.08460777791135315,-0.11512303637443452,-0.10536377158060753,-0.1120443484150514,0.00952667153777212,9,-0.2967657577938271,-0.2922981287900782,-0.2444323248572534,-0.3474080034431353,-0.3801918032339652,-0.30374791799011364,-0.2435874176102757,-1.225327449175946,-0.31582680599816243,-0.290269298233838,0.27987060474431824,5,-0.2550289193003456,-0.2826994420651077,-0.3759658021173726,-0.5473845028531753,-0.4262001045505991,-0.30142836662727535,-0.2540434875504253,-0.8527072152401957,-0.31978714920454254,-0.4494534355629866,0.1738352562693895,9,-0.5905240914075445,-0.6212463757085696,-0.5452372135149093,-1.1312369126388626,-1.1698921869233625,-0.6471993633153872,-0.5150624826866725,-4.921841749097374,-0.7269611224463879,-0.8217936267212255,1.2698368864135297,1
3,-0.4405036870529977,-0.8006036714720335,-0.736429486196028,-1.5605990566115668,1e-05,,0.008,linear,3,114.7364743232727,46.939061313537884,0.8813758611679077,0.36494242258834453,"{'alpha': 1e-05, 'gamma': 0.008, 'kernel': 'linear'}",-0.4351855529232113,-0.4428340348686901,-0.4934900598717279,-0.4425249028903141,-0.4538183968601754,-0.4625041560936635,-0.4331997325030111,-0.36342292839783985,-0.44034331957174855,-0.4377137865495954,0.030837082537491324,236,-0.7382414473219643,-0.6980740503717986,-0.7106506445431344,-0.7777381922361436,-0.727785941291717,-0.8011818503871964,-0.6387182854078837,-1.5052498558519631,-0.7185223189539046,-0.6898741283546295,0.23875720032079814,236,-0.6795221911832765,-0.6604183749703136,-0.7773765672467077,-0.7213670709253202,-0.7553686796175552,-0.7375847098600485,-0.6221105164877815,-0.96833015876229,-0.7184592810995656,-0.7237573118074219,0.08866225673405237,236,-1.2548276729122911,-1.0407440679543345,-1.106355477884332,-1.3068358866924024,-1.1795557882583063,-1.2542145157188769,-0.9709023394443004,-5.138635652259893,-1.1902777642413562,-1.1636414007495746,1.1965928765025138,232
4,-0.14335215264647524,-0.5515377476848716,-0.5979454337582862,-1.6221789351984146,1e-05,,0.008,rbf,4,102.0035115480423,71.81489527938574,2.0057279586791994,1.3972758350383752,"{'alpha': 1e-05, 'gamma': 0.008, 'kernel': 'rbf'}",-0.12785980349236706,-0.1412375500993607,-0.16128092998885185,-0.15574308007015364,-0.13352733931963848,-0.12678765264230235,-0.12162035143776476,-0.15804622143236066,-0.1480289975625746,-0.15938960041937833,0.014344440155157526,53,-0.3829073193270186,-0.43679531615386297,-0.36026068663450894,-0.4650170765972408,-0.5054764112937816,-0.4147554586571799,-0.3973175856511261,-1.5477644523011618,-0.4864957490039723,-0.5185874212288628,0.33586805740460335,137,-0.3713329939540677,-0.5020827579774024,-0.5705134750561671,-0.6963991516888286,-0.6009946194490929,-0.494612970915319,-0.3498005488653657,-1.0633961120919817,-0.592232435583058,-0.73808927200158,0.19482518944699476,160,-0.7226442528868804,-1.0478126199740323,-0.8336167183151759,-1.3082016042098448,-1.8275279648886005,-1.03242048769796,-0.7592723249150128,-5.793876440962533,-1.4040551152665042,-1.4923618228676017,1.430438851351363,240
5,-0.10712451102739784,-0.3956290263526283,-0.4096954203742801,-1.1691639221177959,1e-05,,0.008,laplacian,5,56.206325221061704,17.976733064339058,5.0949113130569454,1.708564434822789,"{'alpha': 1e-05, 'gamma': 0.008, 'kernel': 'laplacian'}",-0.09948103651732433,-0.10196069072148194,-0.1216980414085053,-0.11214008829273148,-0.10987758624056423,-0.10368743156509844,-0.08597494616799324,-0.11591356219793808,-0.10650903858282386,-0.11400268857951755,0.00956171601314371,11,-0.2947454919797588,-0.29711273557604584,-0.2469099090359883,-0.35031193941250177,-0.3841362906786016,-0.30533053402833105,-0.24621608473607415,-1.2219830114489838,-0.3149495124757021,-0.2945947541542951,0.27825206304619476,8,-0.2560350684674126,-0.2917222848923428,-0.3816229620069781,-0.5454638146789492,-0.43573974328392207,-0.3008757960661059,-0.2515061989413951,-0.8503562619009188,-0.31744996816805837,-0.4661821053367177,0.17325590255691478,11,-0.5734320227441304,-0.6423686303713073,-0.5552196762971267,-1.129769039807317,-1.1744155425669778,-0.644974453509116,-0.5093379698524892,-4.902003318982934,-0.7078759682528417,-0.8522425987937219,1.2636604527804725,2
6,-0.4405036870529977,-0.8006036714720335,-0.736429486196028,-1.5605990566115668,1e-05,,0.01,linear,6,106.10242433547974,62.893262670237,0.8602466106414794,0.5185457905743289,"{'alpha': 1e-05, 'gamma': 0.01, 'kernel': 'linear'}",-0.4351855529232113,-0.4428340348686901,-0.4934900598717279,-0.4425249028903141,-0.4538183968601754,-0.4625041560936635,-0.4331997325030111,-0.36342292839783985,-0.44034331957174855,-0.4377137865495954,0.030837082537491324,236,-0.7382414473219643,-0.6980740503717986,-0.7106506445431344,-0.7777381922361436,-0.727785941291717,-0.8011818503871964,-0.6387182854078837,-1.5052498558519631,-0.7185223189539046,-0.6898741283546295,0.23875720032079814,236,-0.6795221911832765,-0.6604183749703136,-0.7773765672467077,-0.7213670709253202,-0.7553686796175552,-0.7375847098600485,-0.6221105164877815,-0.96833015876229,-0.7184592810995656,-0.7237573118074219,0.08866225673405237,236,-1.2548276729122911,-1.0407440679543345,-1.106355477884332,-1.3068358866924024,-1.1795557882583063,-1.2542145157188769,-0.9709023394443004,-5.138635652259893,-1.1902777642413562,-1.1636414007495746,1.1965928765025138,232
7,-0.14205044363197908,-0.5523275996066049,-0.5806102415933456,-1.6052404902370603,1e-05,,0.01,rbf,7,30.14040243625641,52.296191780752245,0.6219258308410645,1.046497065498867,"{'alpha': 1e-05, 'gamma': 0.01, 'kernel': 'rbf'}",-0.12593637227950247,-0.13925827873844107,-0.16432344268255614,-0.15404491110574425,-0.1297580097225721,-0.12364070915893545,-0.12248106262154075,-0.1594350186261125,-0.14710929846222848,-0.15451733292215766,0.015045381129908943,51,-0.3901581815988451,-0.4304563494694902,-0.3719795724172444,-0.4608297073892481,-0.4916768974668644,-0.4195418413397597,-0.3961633897408199,-1.5670990927726016,-0.5001527200545243,-0.4952182438166522,0.34109991242555104,140,-0.3712073776608688,-0.4896291613841153,-0.5872236816143733,-0.6814833696234837,-0.5420972581539781,-0.44597349625540794,-0.3517671137431093,-1.0706460507112303,-0.6090554506483679,-0.6570194561385215,0.19521995655745494,158,-0.7505512462438113,-1.0140201003585902,-0.8696771961141725,-1.3011920853293701,-1.664335210225676,-0.9821874860745116,-0.7559775861830726,-5.870317438270775,-1.5144131110225472,-1.3297334425480754,1.4526356692685272,238
8,-0.1041997022912794,-0.39269602501548573,-0.4030207456828599,-1.1702788580776389,1e-05,,0.01,laplacian,8,364.78880813121793,307.2657689855352,31.359090423583986,26.347040146671734,"{'alpha': 1e-05, 'gamma': 0.01, 'kernel': 'laplacian'}",-0.09725618910494256,-0.09859978838760486,-0.11809582899887075,-0.1098916155264431,-0.10549536906418587,-0.101192313502732,-0.08336067858228874,-0.11438338382627565,-0.10400990235330076,-0.10971195356614966,0.00940312704074142,6,-0.3008090068077222,-0.28737182259269817,-0.2415330215839624,-0.3443501906243355,-0.3759281459849627,-0.3022365822684452,-0.2421130784731804,-1.2306418135489916,-0.3170314339426801,-0.28494515432787876,0.2820198231288657,3,-0.2550470015484079,-0.2724410041313526,-0.37027906438648456,-0.5492125392102221,-0.4148517881659375,-0.3033923126477895,-0.25794319726020604,-0.8558587128171902,-0.32308507792902375,-0.4280967587319848,0.17452374945127633,7,-0.6162943401548509,-0.5969009451303178,-0.5350676399269062,-1.13207276590544,-1.1648234739627346,-0.6517361111610661,-0.5237163849830389,-4.947017427811456,-0.7520442690613846,-0.7831152226791931,1.2773466061976673,3
9,-0.4405036870529977,-0.8006036714720335,-0.736429486196028,-1.5605990566115668,1e-05,,0.013333333333333334,linear,9,29.656040573120112,47.45928646190526,0.2560944318771362,0.4188498778768652,"{'alpha': 1e-05, 'gamma': 0.013333333333333334, 'kernel': 'linear'}",-0.4351855529232113,-0.4428340348686901,-0.4934900598717279,-0.4425249028903141,-0.4538183968601754,-0.4625041560936635,-0.4331997325030111,-0.36342292839783985,-0.44034331957174855,-0.4377137865495954,0.030837082537491324,236,-0.7382414473219643,-0.6980740503717986,-0.7106506445431344,-0.7777381922361436,-0.727785941291717,-0.8011818503871964,-0.6387182854078837,-1.5052498558519631,-0.7185223189539046,-0.6898741283546295,0.23875720032079814,236,-0.6795221911832765,-0.6604183749703136,-0.7773765672467077,-0.7213670709253202,-0.7553686796175552,-0.7375847098600485,-0.6221105164877815,-0.96833015876229,-0.7184592810995656,-0.7237573118074219,0.08866225673405237,236,-1.2548276729122911,-1.0407440679543345,-1.106355477884332,-1.3068358866924024,-1.1795557882583063,-1.2542145157188769,-0.9709023394443004,-5.138635652259893,-1.1902777642413562,-1.1636414007495746,1.1965928765025138,232
10,-0.14160865701868738,-0.5522974196307431,-0.5628100003139583,-1.5760044127882715,1e-05,,0.013333333333333334,rbf,10,12.88825237751007,3.7511308322499217,0.2723865985870361,0.06864031283480297,"{'alpha': 1e-05, 'gamma': 0.013333333333333334, 'kernel': 'rbf'}",-0.12872403150068248,-0.13659195156348528,-0.1672982628941874,-0.15332730625067434,-0.12570189141910526,-0.12120734910664994,-0.1256054775549519,-0.16074853933073316,-0.14982001501747766,-0.14706174554892673,0.015418500177243482,49,-0.4127436984738786,-0.41219644132921984,-0.3811948676932777,-0.4652600916397432,-0.4665875161818001,-0.4186752130538319,-0.4070126158441131,-1.5736767163636007,-0.5281302800776545,-0.4574967556503114,0.3427901318772091,139,-0.4031207776230677,-0.4588747529253273,-0.5976589857462593,-0.6542315644817117,-0.4749324600299914,-0.4017727317127171,-0.3653542670678729,-1.0687568189176442,-0.6317073749611855,-0.5716902696738072,0.19476335869534825,156,-0.8175900706130691,-0.936153573250526,-0.8957925036100155,-1.2884652443657656,-1.4207719238706609,-0.9260198421197546,-0.7798212597159523,-5.900050272524778,-1.6352625880965936,-1.160116849715603,1.4657523563195087,237
11,-0.10129612243866476,-0.3920106260798831,-0.3969823979036454,-1.1787501809341043,1e-05,,0.013333333333333334,laplacian,11,417.6345729112625,302.30848293733914,36.143336915969854,25.980347330613093,"{'alpha': 1e-05, 'gamma': 0.013333333333333334, 'kernel': 'laplacian'}",-0.09570517036431632,-0.09565012257233227,-0.11389766693838628,-0.10743718765668392,-0.10104038690805728,-0.09926204639023777,-0.08189866750218612,-0.11281154484177415,-0.10137172994329667,-0.10388670126937696,0.008828553435975548,4,-0.3138330321877575,-0.2789981021411737,-0.236091038308246,-0.33675267066267084,-0.36990429089053745,-0.30295542715127155,-0.24421581141877705,-1.244360343801842,-0.32184126528488977,-0.27115427895166555,0.28679971916482305,1,-0.2606087705082593,-0.2519828065169519,-0.3625216725529528,-0.5500555714726632,-0.39036764051442574,-0.3128740324558983,-0.2704314416406192,-0.8644906087981891,-0.33252119832695637,-0.373970236249538,0.17624512350213953,4,-0.6980901592736863,-0.5472089280296384,-0.5209446155708273,-1.1281598074817558,-1.1561597161378565,-0.6696232487094349,-0.5511130135086576,-5.010577094764832,-0.8194546687092019,-0.6861705571551532,1.2951224028186072,7
