,mean_test_mae,mean_test_wmae,mean_test_rmse,mean_test_wrmse,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_max_iter,Unnamed: 0,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,split5_test_mae,split6_test_mae,split7_test_mae,split8_test_mae,split9_test_mae,std_test_mae,rank_test_mae,split0_test_wmae,split1_test_wmae,split2_test_wmae,split3_test_wmae,split4_test_wmae,split5_test_wmae,split6_test_wmae,split7_test_wmae,split8_test_wmae,split9_test_wmae,std_test_wmae,rank_test_wmae,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,split5_test_rmse,split6_test_rmse,split7_test_rmse,split8_test_rmse,split9_test_rmse,std_test_rmse,rank_test_rmse,split0_test_wrmse,split1_test_wrmse,split2_test_wrmse,split3_test_wrmse,split4_test_wrmse,split5_test_wrmse,split6_test_wrmse,split7_test_wrmse,split8_test_wrmse,split9_test_wrmse,std_test_wrmse,rank_test_wrmse
0,-0.04869318614050168,-0.050502530605120284,-0.0772029322059537,-0.08548750794234686,logistic,0.0001,"(100,)",constant,2000,0,39.767037200927724,26.036711728833946,0.041237831115722656,0.028136159519513863,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 2000}",-0.04719217919386865,-0.05117155490191011,-0.04893775202484516,-0.0514606912093017,-0.051053298067498185,-0.04442410277172475,-0.051213412003944976,-0.046624036514119054,-0.05155167956415935,-0.04330315515364491,0.002962528797125885,49,-0.04892224236263315,-0.052415830242251396,-0.047571122335700176,-0.05436190163015519,-0.052147921049713324,-0.045171432598504965,-0.053169733879541464,-0.04701246334462272,-0.0528114693819712,-0.05144118922610932,0.002937357014815724,66,-0.07441835679042569,-0.07777667290613567,-0.08276788278164783,-0.07943004229174169,-0.07502442268995439,-0.07606479066997654,-0.07819883170889606,-0.07365263009487898,-0.08108760452595734,-0.07360808759992288,0.003027590633198865,70,-0.07875330609327022,-0.08353433683347491,-0.08587424791891217,-0.09024067970433293,-0.07576512700304405,-0.08081781630358023,-0.08711774206964731,-0.07432844530524496,-0.08602401270564675,-0.11241936548631508,0.010203099543968785,99
1,-0.048665924118120776,-0.05026617049596105,-0.07646352185402149,-0.08503674186602803,logistic,0.0001,"(100,)",invscaling,2000,1,69.26579177379608,7.073361316733937,0.07612712383270262,0.023330606953485284,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'invscaling', 'max_iter': 2000}",-0.04706359267116258,-0.05371256542111658,-0.048687213903195636,-0.051984287110136994,-0.046917928547938026,-0.052218095059455065,-0.04802447000896295,-0.04836553736886664,-0.04574717604977548,-0.04393837504059785,0.0029341430394362873,48,-0.047100256397838124,-0.05745118616788256,-0.04551915681774305,-0.053672706683349426,-0.046054767734612735,-0.05513695265588215,-0.04743655267938718,-0.05002213312494283,-0.045412942914690696,-0.05485504978328175,0.004358032174076443,63,-0.07162150198432575,-0.08229183575700766,-0.08116046529853375,-0.07859546125734873,-0.07138928558168796,-0.08286986215609282,-0.07208367477317851,-0.07508084245791588,-0.07137811978717931,-0.07816416948694441,0.004479489835247734,66,-0.07350583789641793,-0.09462846875731276,-0.08019622046205774,-0.08402073840422736,-0.06935440992779016,-0.08893163365864963,-0.07607954022689818,-0.08082569001549504,-0.07184306949591507,-0.1309818098155162,0.017010344726348818,98
2,-0.0496904277049077,-0.05150788407795535,-0.0781522793101357,-0.08651648043382748,logistic,0.0001,"(100,)",adaptive,2000,2,3.343817639350891,0.3974769154188437,0.0036606788635253906,0.0001490495252061296,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 2000}",-0.046394831174116496,-0.05785694676725708,-0.051353919891306735,-0.0478095901166832,-0.05135379195288258,-0.04756359373845692,-0.04928273285809314,-0.04282123675844197,-0.059251289039303386,-0.043216344752535434,0.005213672108947043,59,-0.047433126110348965,-0.06435529937525057,-0.050914757780175374,-0.04921051486122225,-0.053067523772081716,-0.04759708154123535,-0.0526493210094962,-0.041462992931788206,-0.057960519687216015,-0.05042770371073897,0.005916268259927191,80,-0.07493600460974073,-0.08838715233648753,-0.08326741523700798,-0.07586914594949269,-0.07864696928572452,-0.0768203275303925,-0.07572844736822314,-0.06954143472922794,-0.0857867077923943,-0.07253918826266574,0.00564186202471673,77,-0.0797247182880403,-0.10094064874163164,-0.08704541159800372,-0.08345528703219476,-0.0841834859331529,-0.07981758720090816,-0.09014233186211736,-0.06829669959610184,-0.08563963179959219,-0.10591900228653184,0.010180802039370437,103
3,-0.04930295175916434,-0.049705364437821906,-0.07561273758061066,-0.07939680685072675,logistic,0.0001,"(100, 100)",constant,2000,3,5.82467029094696,0.6260303305969225,0.00574033260345459,0.00019078346616670878,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'max_iter': 2000}",-0.062575089881865,-0.049508115898906434,-0.04904712355204445,-0.047928650752700634,-0.04775553257987178,-0.047490994610506064,-0.04773218568321572,-0.04610086368140398,-0.05059801907237529,-0.04429294187875412,0.004725692132332189,54,-0.06358929304814842,-0.05103447535003835,-0.049191391978296146,-0.047282919746579284,-0.04931848873000757,-0.04574036858167666,-0.04683778172605225,-0.04332268690569396,-0.0489820390490738,-0.051754199262652636,0.005198228614084422,59,-0.0838773778077473,-0.07711268232669702,-0.0791521080651224,-0.07332330875861108,-0.07312104503502934,-0.07666281981385162,-0.0725919270686333,-0.07019927689663577,-0.07710178080909827,-0.07298504922468044,0.0037840030798036812,58,-0.08326395405095288,-0.07941360621266906,-0.08252491152821631,-0.07221913549014017,-0.07523061543836658,-0.07712682492318969,-0.07390020076898571,-0.06445977075988117,-0.0744371973782192,-0.11139185195664683,0.011833754461721632,62
4,-0.04981702457222334,-0.048702257796698865,-0.07638783901341109,-0.07908928539397672,logistic,0.0001,"(100, 100)",invscaling,2000,4,6.062810301780701,0.5738861347341683,0.005624532699584961,7.83640923110729e-05,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'invscaling', 'max_iter': 2000}",-0.04696357092073323,-0.06515184373641576,-0.058229291439598437,-0.04646245697981101,-0.04985748382646187,-0.044557128247754305,-0.044431588073843856,-0.04421623932727955,-0.049435089205321275,-0.04886555396501408,0.006437462799846174,60,-0.044069860503736215,-0.06538147791366185,-0.054106464747698736,-0.045879527224686516,-0.048487464871488736,-0.04195529132300358,-0.04167374364738775,-0.041542108649420616,-0.04854600444860002,-0.0553806346373046,0.007264222745287444,48,-0.07329789719852323,-0.09092080891184086,-0.087493034906338,-0.07189021971298683,-0.07198718560212664,-0.0735608741746362,-0.06691991459183325,-0.06980652965991715,-0.07895222281582871,-0.07904970256008,0.00733677856972725,65,-0.07022684239742279,-0.09338351671773658,-0.08615902201862835,-0.07120033438585505,-0.06776518075507998,-0.07314859563942745,-0.06455693462846812,-0.06323027405319549,-0.0792163542922886,-0.122005799051665,0.016920852697490062,59
5,-0.04906548335281821,-0.04812620140520562,-0.07514890601057414,-0.07726289986252488,logistic,0.0001,"(100, 100)",adaptive,2000,5,16.834024548530582,33.37536580285959,0.017668318748474122,0.036216455476730275,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'max_iter': 2000}",-0.04656057416423108,-0.05312477763962717,-0.048867557492348085,-0.05081474816637067,-0.05651022042693365,-0.047410590339134064,-0.04849069145496327,-0.045679738878635114,-0.04745972690888813,-0.04573620805705094,0.003308632682788217,52,-0.04578462222435184,-0.05077273195062425,-0.04737668716451948,-0.047869570765931346,-0.05225588525919515,-0.048838113660569504,-0.04684599464248692,-0.04368786611468718,-0.04690618531789648,-0.0509243569517941,0.0024765241546541696,41,-0.07118467567461241,-0.0781547389085357,-0.0785681184248186,-0.07667645094019583,-0.08091812041532781,-0.07645201958375265,-0.07297197750148199,-0.07073143479978264,-0.07251801657331465,-0.07331350728391901,0.0032908940699169238,53,-0.06949487685163831,-0.07686314950819005,-0.08068729715596377,-0.07334125523635546,-0.07365957573465794,-0.07914715697925666,-0.07275194514768403,-0.06543187728502149,-0.07064187157503636,-0.11060999315144482,0.011917762369528705,46
6,-0.04812453407663048,-0.048083215599955376,-0.07374293647412368,-0.07764362045604052,logistic,0.0001,"(100, 100, 100)",constant,2000,6,89.64217505455017,67.9658471691978,0.08633828163146973,0.06636405111939077,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate': 'constant', 'max_iter': 2000}",-0.04857173330107194,-0.059599060039871435,-0.04756240047351925,-0.0481371266265527,-0.04740978685916543,-0.04449912451769875,-0.04169285291658397,-0.04839617928384661,-0.04584850549902976,-0.04952857124896491,0.0044093909349570345,44,-0.04768812575552642,-0.05951199453849205,-0.04690780776676217,-0.04553152633489682,-0.04672373309576207,-0.040604156063902615,-0.04214132540106875,-0.049172622711419034,-0.04390038863816907,-0.05865047569355478,0.006017526104488824,40,-0.07369617547483852,-0.08456589737428738,-0.07866343509880955,-0.07238358128481663,-0.06927777943696871,-0.07135846256698285,-0.0640200931759344,-0.07267427031671415,-0.07217108327418581,-0.07861858673769867,0.005392027288469875,45,-0.07185210948266277,-0.08384664268273655,-0.08019833158108343,-0.07005154091499396,-0.06575861377297673,-0.0690166452556386,-0.06602155489841165,-0.07278579406100158,-0.0692551945924681,-0.1276497773184319,0.017554246459131652,49
7,-0.04871404224100133,-0.04884421656437513,-0.07516072536817718,-0.08091959034375104,logistic,0.0001,"(100, 100, 100)",invscaling,2000,7,90.55907795429228,69.68413192280799,0.08069789409637451,0.05961599141841936,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate': 'invscaling', 'max_iter': 2000}",-0.04881820793919839,-0.046307076289992435,-0.04831925337849825,-0.04676557322458075,-0.051450801926275616,-0.04559800876749415,-0.05013869168299367,-0.044238703338845685,-0.05987293545148189,-0.045631170410652434,0.004278311866213694,50,-0.04627761851107092,-0.05012047381942108,-0.048337843771767024,-0.04427408215720652,-0.04806999221078749,-0.044186637533813106,-0.051979317038572496,-0.041536236431292735,-0.06043698629860093,-0.053222977871219004,0.0051812407310461465,50,-0.072813970664941,-0.07496496112271657,-0.08009908457898825,-0.07038736010933153,-0.07346933722896183,-0.07597288788789662,-0.07274933471088871,-0.06841142404559028,-0.08300643626137061,-0.07973245707108641,0.0043596120709338965,54,-0.06958688590400193,-0.08138538865561036,-0.08384035081093155,-0.06851232229990105,-0.06765296425279664,-0.07680664043976357,-0.07684139503633704,-0.06263187166068572,-0.08488173315538805,-0.13705635122209436,0.020005361416187858,75
8,-0.047828273751472895,-0.04842299197015426,-0.07446177613180532,-0.08121157382504247,logistic,0.0001,"(100, 100, 100)",adaptive,2000,8,56.10728278160095,74.37477766853577,0.043959641456604005,0.05538930570061162,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate': 'adaptive', 'max_iter': 2000}",-0.04818922874357656,-0.04566086976899486,-0.04835586825015426,-0.04421325550319647,-0.047543372579519766,-0.04561733450040484,-0.05025548765515445,-0.05707632244989739,-0.04476806300894134,-0.046602935054889015,0.0035415840981458803,41,-0.048137970085253994,-0.047202195479240434,-0.04943090380864998,-0.043677382912224935,-0.04436751533421391,-0.043073472451370574,-0.05340317064749646,-0.05599868834245488,-0.04322581135388942,-0.055712809286748016,0.004822012038863217,43,-0.07148647296387063,-0.07428920489255514,-0.07855356549018437,-0.07015924063688576,-0.06970555078537691,-0.07423564666486655,-0.07206369153894272,-0.07938846995553603,-0.071353616860483,-0.08338230152935201,0.004313573053345047,51,-0.07090700792926767,-0.07598551710806788,-0.08217982627950972,-0.0696860188002083,-0.0646817880426802,-0.07319868168612857,-0.07610352797868301,-0.0764410479101356,-0.06954197698160211,-0.1533903455341417,0.024493910595885092,77
9,-0.046124228459500635,-0.045909545717752284,-0.07315918934214938,-0.0799706128595789,logistic,0.0001,"(100, 10, 100)",constant,2000,9,5.14866828918457,0.5809147300471957,0.005290627479553223,0.0001404426390336426,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 10, 100), 'learning_rate': 'constant', 'max_iter': 2000}",-0.042646489282835286,-0.04783094814052058,-0.04820124651503048,-0.042815633158550616,-0.047493467849513485,-0.0449707272990789,-0.04457036619513724,-0.05437325766323518,-0.04362131308824816,-0.04471883540285647,0.003349245226811704,24,-0.04080620198759586,-0.050861852081284666,-0.04716098836575893,-0.03986376100289414,-0.04504561853746041,-0.0458532115048417,-0.043268409978182966,-0.0515333910325967,-0.04092896577505077,-0.053773056911856694,0.004633366376275867,29,-0.06670524168111179,-0.07472475666581024,-0.07805861790505418,-0.07050853215476538,-0.06968666244554178,-0.07380577162301806,-0.06648578528097042,-0.07611700115178684,-0.07097271885079716,-0.08452680566263791,0.00524306840888371,38,-0.06362278314649336,-0.0802614313183203,-0.07812116597142052,-0.06752014779715985,-0.06546722750537773,-0.07719757485370879,-0.06701043333856116,-0.07247565742369087,-0.06782946061614542,-0.16020024662491109,0.027298627977247497,67
