,mean_test_mae,mean_test_wmae,mean_test_rmse,mean_test_wrmse,param_alpha,param_degree,param_gamma,param_kernel,Unnamed: 0,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,split5_test_mae,split6_test_mae,split7_test_mae,split8_test_mae,split9_test_mae,std_test_mae,rank_test_mae,split0_test_wmae,split1_test_wmae,split2_test_wmae,split3_test_wmae,split4_test_wmae,split5_test_wmae,split6_test_wmae,split7_test_wmae,split8_test_wmae,split9_test_wmae,std_test_wmae,rank_test_wmae,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,split5_test_rmse,split6_test_rmse,split7_test_rmse,split8_test_rmse,split9_test_rmse,std_test_rmse,rank_test_rmse,split0_test_wrmse,split1_test_wrmse,split2_test_wrmse,split3_test_wrmse,split4_test_wrmse,split5_test_wrmse,split6_test_wrmse,split7_test_wrmse,split8_test_wrmse,split9_test_wrmse,std_test_wrmse,rank_test_wrmse
0,-0.530921490569504,-0.5946421600350982,-1.0737768048460594,-1.451439033271009,1e-05,,,linear,0,92.54691429138184,7.896574380347547,0.651659083366394,0.08323000773516119,"{'alpha': 1e-05, 'gamma': None, 'kernel': 'linear'}",-0.5112642209778464,-0.5430859744976958,-0.5588671537545924,-0.5186395923704791,-0.5978655756629117,-0.4942291398047217,-0.4799096812108435,-0.5163149999124111,-0.5460825182479316,-0.5429560492556064,0.032379420611398445,226,-0.7152272304632291,-0.4498610005633461,-0.5730193054741385,-0.605245941669683,-0.5670709146391475,-0.7912296732129159,-0.7052401646853015,-0.4722616960433171,-0.5336013284144431,-0.5336643451854604,0.10494871552849556,236,-1.0572478922784212,-1.0209449607965724,-1.0752638764730296,-1.0379927632247594,-1.2017937450575211,-1.1115635850987458,-0.9764713268067506,-1.0059994992154075,-1.0638321541851836,-1.1866582453242054,0.07004750556035783,236,-2.0925688653924315,-0.8324207956510562,-1.0974703420746992,-1.3968151993441609,-1.1223323390899371,-2.6025840922176533,-2.3218600698568,-0.8998992644624432,-1.0537841456828447,-1.0946552189380658,0.6085398752682956,192
1,-0.19111773463514525,-0.4758182534186242,-0.8570307022686319,-2.0673697521555754,1e-05,,,rbf,1,100.59850947856906,31.459299127486908,1.584097194671631,0.7439797842991782,"{'alpha': 1e-05, 'gamma': None, 'kernel': 'rbf'}",-0.2028283129240704,-0.15602878142826546,-0.228890255226388,-0.1805279244980993,-0.2123614587627186,-0.18960828768593868,-0.18136846283960406,-0.16498480359098125,-0.2050359512876721,-0.18954310810771466,0.020820731268284084,62,-0.467482929788267,-0.20204465891800769,-0.6621359476652408,-0.42322713929744055,-0.6851373690095998,-0.6730837091934628,-0.6168901894216204,-0.28483619881299743,-0.39617109712921333,-0.347173294950393,0.16567991745737914,156,-0.8971458059333394,-0.42437162695613573,-1.490132787782955,-0.6763564439863993,-1.3318555440732842,-0.9309792898818452,-0.7775440057821937,-0.5138256996624259,-0.8369698463285262,-0.6911259722992149,0.31705302165174903,159,-2.0487587382118773,-0.5328767102810916,-4.0058150593922335,-1.6041114512650236,-2.9007349982651176,-2.9119378428207425,-2.8311102013776672,-0.9962466756723729,-1.667103431166786,-1.175002413102845,1.02088801224056,239
2,-0.15652503348566604,-0.3535188515464681,-0.5298726132051292,-1.3806488976384927,1e-05,,,laplacian,2,235.67609550952912,223.22407579087658,14.063156867027285,16.075312415537667,"{'alpha': 1e-05, 'gamma': None, 'kernel': 'laplacian'}",-0.17054716766464414,-0.13492653892335627,-0.16229799469469408,-0.15436193166090847,-0.16261575637867826,-0.16923238674136146,-0.14669045554283774,-0.14801957288934486,-0.15043289031009,-0.1661256400507451,0.010945513579542042,19,-0.4789839392919167,-0.15986383084508762,-0.25912729666996104,-0.2874074239427097,-0.41117147261075093,-0.6492526463536538,-0.5390146998561682,-0.23660260242433095,-0.20383270497763412,-0.3099318984924679,0.1515554116105262,32,-0.7517472478110198,-0.2972928776921491,-0.4442772950698136,-0.4842642887912776,-0.5997751476796297,-0.7849137468998917,-0.6481764607340081,-0.4227451106980713,-0.3929052488666126,-0.4726287078088186,0.15171345837794892,13,-2.3430917028475826,-0.34376057553395445,-0.7338223285225486,-0.951792265332402,-1.4750088645846222,-2.9451883655542717,-2.5884604609607704,-0.9178081674627518,-0.5465939968657502,-0.9609622487202744,0.8720801850872915,63
3,-0.530921490569504,-0.5946421600350982,-1.0737768048460594,-1.451439033271009,1e-05,,0.008,linear,3,54.147487688064565,33.9356667984607,0.4896557092666626,0.3609770018535552,"{'alpha': 1e-05, 'gamma': 0.008, 'kernel': 'linear'}",-0.5112642209778464,-0.5430859744976958,-0.5588671537545924,-0.5186395923704791,-0.5978655756629117,-0.4942291398047217,-0.4799096812108435,-0.5163149999124111,-0.5460825182479316,-0.5429560492556064,0.032379420611398445,226,-0.7152272304632291,-0.4498610005633461,-0.5730193054741385,-0.605245941669683,-0.5670709146391475,-0.7912296732129159,-0.7052401646853015,-0.4722616960433171,-0.5336013284144431,-0.5336643451854604,0.10494871552849556,236,-1.0572478922784212,-1.0209449607965724,-1.0752638764730296,-1.0379927632247594,-1.2017937450575211,-1.1115635850987458,-0.9764713268067506,-1.0059994992154075,-1.0638321541851836,-1.1866582453242054,0.07004750556035783,236,-2.0925688653924315,-0.8324207956510562,-1.0974703420746992,-1.3968151993441609,-1.1223323390899371,-2.6025840922176533,-2.3218600698568,-0.8998992644624432,-1.0537841456828447,-1.0946552189380658,0.6085398752682956,192
4,-0.19209756470456527,-0.4774666009369798,-0.8816439986267033,-2.0948586100397475,1e-05,,0.008,rbf,4,43.24474048614502,49.57194555036953,1.0650501251220703,1.2669320908521482,"{'alpha': 1e-05, 'gamma': 0.008, 'kernel': 'rbf'}",-0.2033737287014815,-0.159568617978132,-0.2306185202265723,-0.18031409358001502,-0.2151954632803994,-0.18864587343072836,-0.1784033391679835,-0.16589934441409487,-0.2073042785733193,-0.1916523876929265,0.021115743973751138,64,-0.4659520676222894,-0.20477491637052234,-0.6714434539850824,-0.4235975410298572,-0.6792447795459707,-0.6699150675631547,-0.6149892117400703,-0.2835175185683284,-0.4097253457158738,-0.35150610722864745,0.16424272245074228,158,-0.9048129228425408,-0.44603400675115795,-1.5259689405214698,-0.6873430863530371,-1.410840189727301,-0.9419074362474298,-0.7792433025279716,-0.519178435508919,-0.8858261111806939,-0.7152855546065116,0.33112542017919483,160,-2.046578113479297,-0.5575460154129934,-4.0906520059874465,-1.615959589145148,-2.8965475518364965,-2.915308408584899,-2.8341070963112185,-0.9882330886605628,-1.7880202066164124,-1.2156340243629975,1.0262715844110974,240
5,-0.1582469365543696,-0.35386436810271404,-0.5321355065501365,-1.3771648865549209,1e-05,,0.008,laplacian,5,92.78763194084169,153.1001094695128,6.300894117355346,7.2414380818308075,"{'alpha': 1e-05, 'gamma': 0.008, 'kernel': 'laplacian'}",-0.1713942816345283,-0.1373379744202438,-0.16507174177275766,-0.15545442562864992,-0.1646313460873239,-0.17098988728099238,-0.14784748960966254,-0.14960148622210245,-0.15201574175214286,-0.16812499113529247,0.010894278320285191,21,-0.4788272020354286,-0.1621183493909631,-0.2589441702270145,-0.28704616687240897,-0.41218658475724024,-0.6457713148041421,-0.5404307709530377,-0.2369551356578051,-0.2037417890643317,-0.31262219726476825,0.1507250492521712,33,-0.7476152477359378,-0.303649947254261,-0.4511006149747168,-0.4850739445835691,-0.6031431196543013,-0.7823313120788986,-0.6510029802889928,-0.4236832405797036,-0.3948238420243044,-0.4789308163266806,0.14920966414490944,16,-2.3336532675884523,-0.35163939612980244,-0.7299797716729567,-0.944507514560078,-1.4756266600542365,-2.9119842275860215,-2.5951182328769358,-0.9127646075345444,-0.5443557882153276,-0.9720193993308583,0.8657234253813564,61
6,-0.530921490569504,-0.5946421600350982,-1.0737768048460594,-1.451439033271009,1e-05,,0.01,linear,6,74.80592386722564,65.24912465450711,0.6277446269989013,0.5634210546151145,"{'alpha': 1e-05, 'gamma': 0.01, 'kernel': 'linear'}",-0.5112642209778464,-0.5430859744976958,-0.5588671537545924,-0.5186395923704791,-0.5978655756629117,-0.4942291398047217,-0.4799096812108435,-0.5163149999124111,-0.5460825182479316,-0.5429560492556064,0.032379420611398445,226,-0.7152272304632291,-0.4498610005633461,-0.5730193054741385,-0.605245941669683,-0.5670709146391475,-0.7912296732129159,-0.7052401646853015,-0.4722616960433171,-0.5336013284144431,-0.5336643451854604,0.10494871552849556,236,-1.0572478922784212,-1.0209449607965724,-1.0752638764730296,-1.0379927632247594,-1.2017937450575211,-1.1115635850987458,-0.9764713268067506,-1.0059994992154075,-1.0638321541851836,-1.1866582453242054,0.07004750556035783,236,-2.0925688653924315,-0.8324207956510562,-1.0974703420746992,-1.3968151993441609,-1.1223323390899371,-2.6025840922176533,-2.3218600698568,-0.8998992644624432,-1.0537841456828447,-1.0946552189380658,0.6085398752682956,192
7,-0.19007077058680474,-0.4737563329535317,-0.8291290764843133,-2.036789802993794,1e-05,,0.01,rbf,7,10.890586161613461,0.3140969125260065,0.23340251445770266,0.013941064281579657,"{'alpha': 1e-05, 'gamma': 0.01, 'kernel': 'rbf'}",-0.2032806976482327,-0.1524462750430138,-0.2272819287663089,-0.18025765026452026,-0.20907391465046976,-0.1901188420792152,-0.18433718655550094,-0.16417539783244758,-0.20188908821531046,-0.18784672481302805,0.020688783395088062,58,-0.4723689236595346,-0.20015681869376897,-0.6488706374101011,-0.4217152009904989,-0.6928023243669157,-0.6761608678661877,-0.6174765450984074,-0.2848407836844817,-0.3800090089871259,-0.34316221877829445,0.16714324030578742,155,-0.8919657020149837,-0.402522292589657,-1.448097423073458,-0.6611106018928821,-1.2378596988210566,-0.9157603800735796,-0.7755055338867956,-0.506204814045566,-0.7854403409617139,-0.6668239774834405,0.3012086868301237,158,-2.0627596430998767,-0.5055069591585999,-3.9024214709526386,-1.5847504349605823,-2.9129232031715637,-2.91071391301231,-2.825753707169234,-0.9986036481217356,-1.5333766305745953,-1.1310884197168,1.0166508805010412,238
8,-0.15445924590208066,-0.3531467587645295,-0.5274012006661938,-1.385370288500149,1e-05,,0.01,laplacian,8,180.86831216812138,211.77915680821948,8.927447915077211,9.603328171800227,"{'alpha': 1e-05, 'gamma': 0.01, 'kernel': 'laplacian'}",-0.16942344047163455,-0.13200630634969698,-0.15896760791981202,-0.1529913544281938,-0.16016189972268896,-0.16749903698713722,-0.1453645614713669,-0.14600552181089388,-0.14850864617109527,-0.1636640836882868,0.011078878422444505,15,-0.4790084030450094,-0.15710054764783316,-0.2596338135053357,-0.2877093102211512,-0.40986619195828866,-0.6539350035537241,-0.5374719095468378,-0.2362161196818279,-0.20393722411680806,-0.30658906436847866,0.15266705702500974,30,-0.7566525040407842,-0.2902519314621779,-0.4375801868356413,-0.4833232207169773,-0.5952965372053861,-0.7878620229522391,-0.6451780591893541,-0.4220565135349341,-0.3909009487968156,-0.4649100819276276,0.1545194439824843,10,-2.3539465347323847,-0.3343962316814107,-0.74159837058495,-0.9612718603292598,-1.4738690437314408,-2.9853789406689692,-2.5812849253684482,-0.9252780324209507,-0.5499548023010771,-0.9467241431826028,0.8796063930418098,65
9,-0.530921490569504,-0.5946421600350982,-1.0737768048460594,-1.451439033271009,1e-05,,0.013333333333333334,linear,9,9.564964389801023,0.16259844487488553,0.07813282012939453,0.008096404757595776,"{'alpha': 1e-05, 'gamma': 0.013333333333333334, 'kernel': 'linear'}",-0.5112642209778464,-0.5430859744976958,-0.5588671537545924,-0.5186395923704791,-0.5978655756629117,-0.4942291398047217,-0.4799096812108435,-0.5163149999124111,-0.5460825182479316,-0.5429560492556064,0.032379420611398445,226,-0.7152272304632291,-0.4498610005633461,-0.5730193054741385,-0.605245941669683,-0.5670709146391475,-0.7912296732129159,-0.7052401646853015,-0.4722616960433171,-0.5336013284144431,-0.5336643451854604,0.10494871552849556,236,-1.0572478922784212,-1.0209449607965724,-1.0752638764730296,-1.0379927632247594,-1.2017937450575211,-1.1115635850987458,-0.9764713268067506,-1.0059994992154075,-1.0638321541851836,-1.1866582453242054,0.07004750556035783,236,-2.0925688653924315,-0.8324207956510562,-1.0974703420746992,-1.3968151993441609,-1.1223323390899371,-2.6025840922176533,-2.3218600698568,-0.8998992644624432,-1.0537841456828447,-1.0946552189380658,0.6085398752682956,192
