,mean_test_mae,mean_test_wmae,mean_test_rmse,mean_test_wrmse,param_ccp_alpha,param_criterion,param_max_depth,param_min_samples_split,param_n_estimators,Unnamed: 0,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,split5_test_mae,split6_test_mae,split7_test_mae,split8_test_mae,split9_test_mae,std_test_mae,rank_test_mae,split0_test_wmae,split1_test_wmae,split2_test_wmae,split3_test_wmae,split4_test_wmae,split5_test_wmae,split6_test_wmae,split7_test_wmae,split8_test_wmae,split9_test_wmae,std_test_wmae,rank_test_wmae,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,split5_test_rmse,split6_test_rmse,split7_test_rmse,split8_test_rmse,split9_test_rmse,std_test_rmse,rank_test_rmse,split0_test_wrmse,split1_test_wrmse,split2_test_wrmse,split3_test_wrmse,split4_test_wrmse,split5_test_wrmse,split6_test_wrmse,split7_test_wrmse,split8_test_wrmse,split9_test_wrmse,std_test_wrmse,rank_test_wrmse
0,-0.0924245400405108,-0.3948650727019576,-0.39699189526673495,-1.189832722405376,0.0,squared_error,,2,100,0,88.9393460035324,75.50830703002063,0.07575953006744385,0.06430996195255248,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",-0.09275186139398738,-0.08552095637931499,-0.08603637891238458,-0.10883636603473484,-0.09423237618495264,-0.08726070178492107,-0.0775459931619168,-0.11207354118866852,-0.09202644387458092,-0.08796078148964616,0.010076679825472131,55,-0.3622569060044078,-0.2566681284140711,-0.1787007923148392,-0.4184697443747031,-0.3826550125850103,-0.32262569298002003,-0.25272150963691964,-1.231817988339893,-0.29883496401904525,-0.2438999883506661,0.2873187588931713,70,-0.30890402582977444,-0.21481111149148768,-0.26338479289798516,-0.676632461788453,-0.3926344571773204,-0.2729904938131135,-0.19856723930203574,-0.8522429533199147,-0.3582074206905574,-0.43154399635670737,0.2004291153767744,65,-0.9580693261211296,-0.4735812506336431,-0.3345713415929847,-1.4632597357403052,-1.0825288453461601,-0.6543537193611965,-0.4276683010681227,-4.943279195977509,-0.8181228721642805,-0.7428926360484241,1.2914486198536257,66
1,-0.09157363470472436,-0.3906324168376359,-0.3836184830969069,-1.166576035532752,0.0,squared_error,,2,150,1,230.97822535037992,86.61299296420349,0.22349143028259275,0.0878601308734089,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 150}",-0.09277183207087768,-0.08368216192063274,-0.0894615929298641,-0.10717675272769606,-0.09220482988175524,-0.08645602133214124,-0.07730736040916696,-0.1118141022535718,-0.08995905100014796,-0.08490264252138979,0.009992644956325758,12,-0.3566396648015623,-0.2488332770400732,-0.1934015382803569,-0.4179036693077384,-0.3677949149659663,-0.3191798215140653,-0.25658223919194795,-1.2144791140780762,-0.29833188606407335,-0.23317804313250004,0.2822299359099016,39,-0.30332853384812436,-0.2048555144063023,-0.2642317822416085,-0.6349546825672793,-0.3684451350557833,-0.27574708717046315,-0.1992581623467789,-0.8387079286174488,-0.3456277470791387,-0.4010282576361413,0.19249252986665044,13,-0.9165561595213072,-0.44611086325674537,-0.3731761140307298,-1.4236940942246694,-1.0319632611151999,-0.6615747198299415,-0.43421169465496945,-4.837150387387281,-0.8510871137896832,-0.6902359475169934,1.2604057601336742,31
2,-0.0921363297089849,-0.39382088307399293,-0.3941004727231913,-1.1852481692585424,0.0,squared_error,,2,200,2,106.22447624206544,78.92399433383879,0.11816191673278807,0.10994437548361707,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",-0.09177989173372847,-0.08505172322678413,-0.08747169697925276,-0.10624761486838644,-0.09593503448198823,-0.08671859166457356,-0.07687383118763849,-0.11239706353722544,-0.09251096054478113,-0.08637688886549047,0.009958617430783924,41,-0.3566876456836874,-0.2531667086507836,-0.1876765454885001,-0.4073291724080512,-0.38808701652275146,-0.31807500611088196,-0.2520830944927093,-1.2240457989294191,-0.3091262165021557,-0.24193162595099,0.2844674490337597,64,-0.3034937915074645,-0.20792113442904728,-0.25199234927854136,-0.6279404665623253,-0.42679680698045824,-0.2793895871695529,-0.19620810013603907,-0.8457413175263973,-0.3944963017705312,-0.40702487187155584,0.19372244482539688,58,-0.9285158988165484,-0.4495125457448555,-0.3504655655714176,-1.3795037126056455,-1.1511438049555849,-0.6663460962890569,-0.4242655847466411,-4.88103496736516,-0.9289759012646008,-0.692717615225911,1.2711583072110912,61
3,-0.09194523779801142,-0.39289632100502403,-0.3882424566387137,-1.1753817837979526,0.0,squared_error,,2,350,3,271.76089227199554,140.51139701386492,0.2602778196334839,0.13568644238796362,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 350}",-0.092848489647308,-0.08471176574790358,-0.08737755734201748,-0.10574246932631172,-0.09587608986218236,-0.0870069224815126,-0.07759438675104377,-0.11158643255580444,-0.0912809012806567,-0.08542736298537355,0.009689439265919487,31,-0.3659943584414922,-0.2500388435469359,-0.1907009080215422,-0.40668302263908507,-0.3793310438864012,-0.32456920653242094,-0.2541491421400284,-1.2196529637659033,-0.3035395663535064,-0.23430415472292435,0.28336744250964296,60,-0.31284681445802176,-0.20347335283209902,-0.2508425144552873,-0.6089768218201032,-0.42010227989846216,-0.2816370115730313,-0.1973126731865492,-0.8426302941058778,-0.3640095825012677,-0.4005932215564368,0.19064851443202055,34,-0.9786975931439498,-0.4346387136114198,-0.3678691632844082,-1.3453186916220796,-1.103572556916804,-0.6764323878923796,-0.42708324278868737,-4.866396749675898,-0.872941988189678,-0.6808667508542192,1.2665703434526787,49
4,-0.09150849255943466,-0.3896363826596055,-0.3863690339725053,-1.1648527135713191,0.0,squared_error,,2,500,4,488.46451075077056,373.75427010961954,0.4599990367889405,0.35251989254271776,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 500}",-0.09145568256798703,-0.08450954055466073,-0.08627742605853625,-0.10467229751714384,-0.09473549913459164,-0.08727832596806215,-0.07734598995378486,-0.11200690227622644,-0.09127755316128096,-0.08552570840207285,0.009667234024478388,7,-0.3536797318026807,-0.25162486781458615,-0.18456513450395345,-0.4035409908447711,-0.3723554831807964,-0.32268609817704497,-0.2547152090827679,-1.2127960649744924,-0.3033772925383403,-0.23702295367662096,0.2817615408463771,26,-0.299720141170104,-0.20544881982855312,-0.2516566964778563,-0.6090495288711256,-0.4153135005981705,-0.28339157242726004,-0.19672357074345748,-0.8373734593589676,-0.3691107654908199,-0.39590228475873773,0.18951924310448295,28,-0.9189648456424324,-0.44580540067949065,-0.3498659524496288,-1.345739927503638,-1.1062480745511942,-0.6736304792156409,-0.4262836931884947,-4.824011294416805,-0.8764472341268336,-0.6815302339390329,1.255820501963372,29
5,-0.09170481083268407,-0.392288440257586,-0.3893770704481267,-1.1789199183346517,0.0,squared_error,,2,1000,5,975.7156080007553,745.5903993553554,0.934588098526001,0.7248503658812193,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 1000}",-0.09198343464889812,-0.08498682543930465,-0.08717028941508383,-0.10810256177521556,-0.093626916763776,-0.08778899695244817,-0.07696260093065488,-0.1116993375421146,-0.0903878431346638,-0.0843393017246811,0.010133035815879154,17,-0.3573425993661221,-0.25491332584390203,-0.18829393080843607,-0.41745139108991053,-0.3776714989597699,-0.3239856071423286,-0.2529292057011262,-1.215157807714932,-0.30275392259111145,-0.2323851133582203,0.28237200565624715,55,-0.3033466065791753,-0.2131266663848673,-0.2538774721657214,-0.6635875264640267,-0.40280326667115934,-0.28090805141454084,-0.1961657639838226,-0.8403015898265553,-0.35473604846866363,-0.3849177125227353,0.1964296742357011,41,-0.9305815007147036,-0.4682656075466434,-0.36180207440687423,-1.4502637156805216,-1.10397568426854,-0.6672652388324599,-0.4254103466717007,-4.845437259578432,-0.8783927369592668,-0.6578050186873744,1.2628705835997578,56
6,-0.09278057718361107,-0.39176891426779653,-0.39471228479933623,-1.1795960062721509,0.0,squared_error,,3,100,6,97.26262106895449,20.24237926626531,0.08837904930114747,0.017909422588075517,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 3, 'n_estimators': 100}",-0.09220360672993294,-0.08698733990092858,-0.08774287117730291,-0.1065496126607414,-0.09778621488744384,-0.08887676885635361,-0.07754505508616243,-0.11072144492213372,-0.090292977194441,-0.08909988042067038,0.00928917107352531,64,-0.36291395118701375,-0.2615510488117761,-0.18687438108286833,-0.4060461307289498,-0.3902564460347147,-0.3266109941126038,-0.2563416544414852,-1.1831152797426352,-0.2965524519957047,-0.2474268045402139,0.2717891065364638,49,-0.3140970826872192,-0.21295633282481005,-0.2610767021257277,-0.5973531403207285,-0.4531081741647116,-0.29833034829839195,-0.19911161077166212,-0.8164234626883603,-0.3542521498067149,-0.4404138443050359,0.1819288256579062,60,-0.9947798842090962,-0.464151104525115,-0.3499531440924285,-1.3194398003227628,-1.2370665993982175,-0.6979136506664196,-0.435598023454059,-4.698657279140252,-0.8506568660035029,-0.7477437109096567,1.213310567675672,57
7,-0.0922637462831941,-0.3923592461898947,-0.3983939600699623,-1.1988472357457352,0.0,squared_error,,3,150,7,97.54267563819886,53.7022765369669,0.08490774631500245,0.04605305541128548,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 3, 'n_estimators': 150}",-0.09131094251137972,-0.08562436968680784,-0.0870682057075152,-0.1065694925528086,-0.09435936750542252,-0.08640058746625226,-0.07786076588852854,-0.11275535814110445,-0.0938507986688445,-0.08683757470327746,0.009872788403049787,52,-0.34236287693726575,-0.2556679706925062,-0.1852175517916244,-0.4128839004344795,-0.3673278802724976,-0.3139049669516831,-0.25516977957686515,-1.23606728688675,-0.3163048997755316,-0.2386853485797444,0.28833294401392584,56,-0.2850323261040839,-0.21501812980787868,-0.2544082700864938,-0.6309421842424706,-0.4436329111866138,-0.28212267337699815,-0.19804322457466306,-0.8560580079127091,-0.38685559431045413,-0.4318262790972579,0.19690132991276513,67,-0.8417216535666994,-0.4683792069518103,-0.3498540622824379,-1.4001819701142215,-1.2200967411634729,-0.6560693709340923,-0.4258247815214631,-4.953900522443603,-0.9244544267727924,-0.7479896217067561,1.292054935396543,71
8,-0.09207347413332163,-0.3892058199642415,-0.3848830175216422,-1.1539602494964567,0.0,squared_error,,3,200,8,90.004101395607,58.504498404415514,0.07861013412475586,0.05103751721134482,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 3, 'n_estimators': 200}",-0.09089505584527124,-0.08559936471674415,-0.08784378192622899,-0.10544326384142053,-0.09578910924917657,-0.08847383503404183,-0.07741909654264767,-0.112888722766064,-0.0924784113724347,-0.08390410003918693,0.009907752958338551,35,-0.3381591199324623,-0.25792270591190325,-0.19183179022647054,-0.4071767071382763,-0.3814548695044417,-0.32584388922856156,-0.2536926294608301,-1.1959475106724815,-0.3115146593124141,-0.22851431825457286,0.276450528849573,21,-0.28216843613398623,-0.21615677445935488,-0.2525067569257027,-0.6313421476583533,-0.4101810684825309,-0.2800460100586313,-0.19846607958734347,-0.8241970267126071,-0.37857033444311305,-0.3751955407547991,0.18889070057440105,19,-0.8128411911749402,-0.4765013710950074,-0.3689039003290619,-1.395079375207783,-1.1065484883946632,-0.6640938167763536,-0.4290863313524523,-4.726715675499545,-0.9278524597861091,-0.631979885348652,1.229048144272109,18
9,-0.09163886119791537,-0.3887514039270091,-0.386359003019253,-1.1670632520667383,0.0,squared_error,,3,350,9,227.40999727249147,125.99842988033892,0.19399116039276126,0.10685922081155756,"{'ccp_alpha': 0.0, 'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 3, 'n_estimators': 350}",-0.09267210278454224,-0.08525459863449883,-0.08667503577842119,-0.10456066051807963,-0.09340549515947363,-0.0872199442056033,-0.07654554764773211,-0.11252001424074896,-0.09240125529452684,-0.08513395771552687,0.009812300242328443,15,-0.35605950172629175,-0.2572643557912295,-0.18432506291211725,-0.3996104443072077,-0.3655392533575581,-0.31989963494909424,-0.24975175108087386,-1.210124946121124,-0.31237632094510964,-0.23256276807948495,0.28102463674158196,15,-0.30113835645878756,-0.2210134147719317,-0.25516316061782657,-0.5941269864814439,-0.4040458446967522,-0.2815228663677713,-0.1944406978428835,-0.836539694895391,-0.3746811435483513,-0.4009178645113911,0.18604533590889952,27,-0.8999353821669865,-0.4940836643003543,-0.3502539277658143,-1.2979658089091164,-1.118280242569709,-0.6638705719490926,-0.42085073612173335,-4.814342159936394,-0.9368194765169928,-0.6742305504311894,1.2497810708337842,33
