,mean_test_mae,mean_test_wmae,mean_test_rmse,mean_test_wrmse,param_C,param_epsilon,param_gamma,param_kernel,Unnamed: 0,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,split5_test_mae,split6_test_mae,split7_test_mae,split8_test_mae,split9_test_mae,std_test_mae,rank_test_mae,split0_test_wmae,split1_test_wmae,split2_test_wmae,split3_test_wmae,split4_test_wmae,split5_test_wmae,split6_test_wmae,split7_test_wmae,split8_test_wmae,split9_test_wmae,std_test_wmae,rank_test_wmae,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,split5_test_rmse,split6_test_rmse,split7_test_rmse,split8_test_rmse,split9_test_rmse,std_test_rmse,rank_test_rmse,split0_test_wrmse,split1_test_wrmse,split2_test_wrmse,split3_test_wrmse,split4_test_wrmse,split5_test_wrmse,split6_test_wrmse,split7_test_wrmse,split8_test_wrmse,split9_test_wrmse,std_test_wrmse,rank_test_wrmse
0,-0.18842829413659334,-0.3802773137483625,-0.6169954921899609,-1.6705586734110998,0.001,0.0,scale,linear,0,70.73874948024749,64.09232915565973,5.327102398872375,4.7343737899763525,"{'C': 0.001, 'epsilon': 0.0, 'gamma': 'scale', 'kernel': 'linear'}",-0.18670718346229953,-0.1848650096989268,-0.1959512831903154,-0.19430367927904274,-0.20889400859161375,-0.1836397274763903,-0.17751889977080676,-0.17678246653494373,-0.1854999012266908,-0.1901207821349039,0.009025689769983535,339,-0.44685245598054135,-0.1591359214780789,-0.26738217713842777,-0.3811428531042421,-0.548875911719213,-0.6942668159449004,-0.5191073027845766,-0.22413783132310625,-0.2791096335570229,-0.2827622344535155,0.16015433641565646,783,-0.6835689580928201,-0.4508482027412839,-0.5388174419976608,-0.6425243188201585,-0.7186356910584686,-0.8382414099541231,-0.6998964070136426,-0.5116407142423623,-0.5494177652039199,-0.5363640127751692,0.11274809905270745,330,-2.3420526049730497,-0.4084673798335629,-0.8656775296366063,-1.7552311393978943,-2.2498317877560496,-3.4930024755966516,-2.597575717442526,-0.8927143450470841,-1.164054511196445,-0.9369792432311288,0.9281555911857108,1319
1,-0.5303405057894512,-1.0183779521468168,-0.8882992043537687,-2.3018448720880245,0.001,0.0,scale,poly,1,125.28975858688356,62.27390280555945,9.365360617637633,4.622498892744124,"{'C': 0.001, 'epsilon': 0.0, 'gamma': 'scale', 'kernel': 'poly'}",-0.5045582693394851,-0.5446162184014014,-0.5307632485408348,-0.5369452887710785,-0.5434760875483784,-0.5394330095716307,-0.5315110958759269,-0.5218940074909872,-0.4951138685417055,-0.5550939638130828,0.01758949106811243,1595,-1.0116102867715515,-0.8877988914393841,-0.8510794710060589,-1.0065795195698175,-1.2636976563934623,-1.3660328669935686,-1.1654535696327228,-0.8389221830874409,-0.8193837146357928,-0.973221361938368,0.1793721853608607,1576,-0.905854146412838,-0.7881129469770723,-0.8398565464026189,-0.8911840243757554,-1.005385186731888,-1.073792529713555,-0.9469757596895084,-0.7879432023699595,-0.7789694259902811,-0.8649182748742101,0.09318331935321847,1241,-2.83209156059676,-1.3888394147974843,-1.5393451446168591,-2.1923704099025256,-3.032308009756416,-4.001658767938474,-3.0257053799396108,-1.556234250443737,-1.7295900327908602,-1.7203057500975176,0.8292555257241448,1564
2,-0.5078868001551927,-1.0193587763221357,-0.8859578594922943,-2.341149113006174,0.001,0.0,scale,rbf,2,9.533240246772767,3.459069120826788,1.0839930295944211,0.4085187898939669,"{'C': 0.001, 'epsilon': 0.0, 'gamma': 'scale', 'kernel': 'rbf'}",-0.4758554444096113,-0.5272146087310059,-0.49583549819576894,-0.5175338369591064,-0.5244337146864814,-0.5188142990669095,-0.5096885978294621,-0.497502299124997,-0.4789670377054251,-0.5330226648431589,0.01900086954982785,1574,-0.9944582331390184,-0.9020854191464892,-0.8337702458097133,-1.0137119696684995,-1.2780979991964598,-1.3683991481724105,-1.1667356512702525,-0.8349718799225966,-0.8210427122640831,-0.980314504631832,0.1828101256278829,1590,-0.8963394392960129,-0.7995350466813419,-0.7871991207239611,-0.8971504483421535,-1.0173051035545049,-1.0748951873744856,-0.946870487060006,-0.7847581888019586,-0.7832933317164077,-0.8722322413721123,0.09751142194272136,1226,-2.8477317237876947,-1.457465810969312,-1.5458929673352142,-2.2317795560402565,-3.09535351000306,-4.03735271272102,-3.0519431454929067,-1.5974788574531544,-1.7705843225756956,-1.7759085236834236,0.8265084264971733,1605
3,-0.18842829413659334,-0.3802773137483625,-0.6169954921899609,-1.6705586734110998,0.001,0.0,auto,linear,3,11.950528216361999,14.27115229895144,0.7993888378143309,0.9000221134161684,"{'C': 0.001, 'epsilon': 0.0, 'gamma': 'auto', 'kernel': 'linear'}",-0.18670718346229953,-0.1848650096989268,-0.1959512831903154,-0.19430367927904274,-0.20889400859161375,-0.1836397274763903,-0.17751889977080676,-0.17678246653494373,-0.1854999012266908,-0.1901207821349039,0.009025689769983535,339,-0.44685245598054135,-0.1591359214780789,-0.26738217713842777,-0.3811428531042421,-0.548875911719213,-0.6942668159449004,-0.5191073027845766,-0.22413783132310625,-0.2791096335570229,-0.2827622344535155,0.16015433641565646,783,-0.6835689580928201,-0.4508482027412839,-0.5388174419976608,-0.6425243188201585,-0.7186356910584686,-0.8382414099541231,-0.6998964070136426,-0.5116407142423623,-0.5494177652039199,-0.5363640127751692,0.11274809905270745,330,-2.3420526049730497,-0.4084673798335629,-0.8656775296366063,-1.7552311393978943,-2.2498317877560496,-3.4930024755966516,-2.597575717442526,-0.8927143450470841,-1.164054511196445,-0.9369792432311288,0.9281555911857108,1319
4,-0.5305060505260222,-1.018406635961104,-0.8884572693358278,-2.302155375410563,0.001,0.0,auto,poly,4,27.69853401184082,21.87189173735368,1.8246291399002077,1.4057098094161828,"{'C': 0.001, 'epsilon': 0.0, 'gamma': 'auto', 'kernel': 'poly'}",-0.5036378402300747,-0.5471266521305231,-0.5310688197223085,-0.5366574258349947,-0.5430281202471892,-0.5385731818388277,-0.5307054808961156,-0.5215847121178436,-0.4974918937403745,-0.5551863785019693,0.017426604018041313,1598,-1.0104725019603429,-0.8914585614273434,-0.8514320554477466,-1.006137028846255,-1.2628154837836167,-1.3639644716277188,-1.1644380302425466,-0.838222465123778,-0.8219887402571892,-0.9731370208945016,0.17826288226330464,1577,-0.9051200330574124,-0.7912556840000601,-0.8399718391273171,-0.8908611140876984,-1.0048446360162606,-1.0727360530754189,-0.9462788697065772,-0.7874938168946866,-0.7811281774584575,-0.8648824699343903,0.09230350041378718,1243,-2.8315595934126807,-1.3943079170567918,-1.5396034816644373,-2.191974973060319,-3.0314847219339995,-4.000211321939961,-3.0251525196868627,-1.5554014196131205,-1.7317589149591819,-1.7200988907782762,0.8281246556629398,1566
5,-0.5078533112093291,-1.0193441895944548,-0.8859375471443457,-2.3411331640359085,0.001,0.0,auto,rbf,5,9.506779432296751,3.2086954205009817,1.0290236949920657,0.2363158113789463,"{'C': 0.001, 'epsilon': 0.0, 'gamma': 'auto', 'kernel': 'rbf'}",-0.4757901108589916,-0.5269343531390329,-0.4957325825477909,-0.5175347730935207,-0.5245119443901254,-0.5188637086008804,-0.5097569736270479,-0.4975291171494972,-0.478869972270291,-0.5330095764161121,0.019012104523954645,1573,-0.9944538583091744,-0.9019426762830444,-0.8337529400529383,-1.0137327619695982,-1.278116783499546,-1.3683955655736462,-1.1667423531898349,-0.8350076084075222,-0.8209765346360905,-0.9803208140231529,0.18282699651436693,1589,-0.8963384520750661,-0.7993445910735025,-0.7871630833139925,-0.897163952776034,-1.0173307770905136,-1.0749156089061522,-0.9469020890065342,-0.7847896590651191,-0.7831923214314089,-0.8722349367051332,0.09754883291090002,1225,-2.8477759303146835,-1.4572895983954552,-1.545925782470009,-2.2317910253684916,-3.095329384816038,-4.037337380222247,-3.05192324929486,-1.597519904130088,-1.770509498651311,-1.7759298866959017,0.8265196213280279,1603
6,-0.18842829413659334,-0.3802773137483625,-0.6169954921899609,-1.6705586734110998,0.001,0.0,0.008,linear,6,16.522768950462346,16.11844726092741,1.163330602645874,1.0907754023965588,"{'C': 0.001, 'epsilon': 0.0, 'gamma': 0.008, 'kernel': 'linear'}",-0.18670718346229953,-0.1848650096989268,-0.1959512831903154,-0.19430367927904274,-0.20889400859161375,-0.1836397274763903,-0.17751889977080676,-0.17678246653494373,-0.1854999012266908,-0.1901207821349039,0.009025689769983535,339,-0.44685245598054135,-0.1591359214780789,-0.26738217713842777,-0.3811428531042421,-0.548875911719213,-0.6942668159449004,-0.5191073027845766,-0.22413783132310625,-0.2791096335570229,-0.2827622344535155,0.16015433641565646,783,-0.6835689580928201,-0.4508482027412839,-0.5388174419976608,-0.6425243188201585,-0.7186356910584686,-0.8382414099541231,-0.6998964070136426,-0.5116407142423623,-0.5494177652039199,-0.5363640127751692,0.11274809905270745,330,-2.3420526049730497,-0.4084673798335629,-0.8656775296366063,-1.7552311393978943,-2.2498317877560496,-3.4930024755966516,-2.597575717442526,-0.8927143450470841,-1.164054511196445,-0.9369792432311288,0.9281555911857108,1319
7,-0.5534538874349619,-1.0507404396075541,-0.9107122063735638,-2.3315212981030853,0.001,0.0,0.008,poly,7,22.93444383144379,20.9540743787577,1.5778006315231323,1.4192967119154882,"{'C': 0.001, 'epsilon': 0.0, 'gamma': 0.008, 'kernel': 'poly'}",-0.5276394206142863,-0.5719561604353379,-0.553388484823752,-0.559198825687359,-0.5677922295526154,-0.5603759752321777,-0.5527587608181501,-0.5434358016675921,-0.5194471479412075,-0.578546067577141,0.017838592515488094,1614,-1.0387212840014222,-0.9272924788525416,-0.8806197520778398,-1.0387245928552424,-1.2990896728438173,-1.3964573510577294,-1.1959121954658338,-0.8710034035357069,-0.8527569430208949,-1.0068267223645135,0.17893376787072673,1625,-0.9241633201177372,-0.822310129372025,-0.8487568233922939,-0.9148818590225488,-1.0290530424605742,-1.0924950158643094,-0.9666765381046791,-0.8116967050889453,-0.8059331620082291,-0.891155468304297,0.09121318355238583,1363,-2.8451713289716625,-1.4476892536582793,-1.5637707769715967,-2.218601346986494,-3.0618925288070815,-4.02237327072855,-3.041953227775257,-1.5911707781943187,-1.7629145742427166,-1.7596758946948958,0.8211432843221285,1589
8,-0.5065555539926305,-1.0189572084013745,-0.8851430179593361,-2.341147482468368,0.001,0.0,0.008,rbf,8,9.83528800010681,3.0466897679959906,1.0646702527999878,0.2382269868342801,"{'C': 0.001, 'epsilon': 0.0, 'gamma': 0.008, 'kernel': 'rbf'}",-0.4751793725852732,-0.5259266103555401,-0.4947473713111248,-0.5159304249883202,-0.5222644146679162,-0.5174710402663381,-0.5077471423987361,-0.4970622111001215,-0.4778532658918341,-0.5313736863611008,0.018666131339244975,1571,-0.9946180753357176,-0.9008590493514208,-0.834031602034726,-1.012774899285509,-1.2772503127311778,-1.3683511824904169,-1.16645002106698,-0.8347343140399099,-0.8204424274995974,-0.9800602001782924,0.18280592068082135,1583,-0.8959105123479971,-0.7980227021452931,-0.7868970408822891,-0.8962052460102445,-1.0162348414406193,-1.0744908642469613,-0.9459157982797852,-0.7841347212597258,-0.7820392507041244,-0.8715792022763215,0.09758513057313914,1223,-2.848171815305877,-1.454718959833923,-1.5470329642444909,-2.232011133461746,-3.0957320977131384,-4.038577307557366,-3.0525257230977068,-1.5967578680212675,-1.7696735659172975,-1.7762733895308722,0.8271555984656807,1604
9,-0.18842829413659334,-0.3802773137483625,-0.6169954921899609,-1.6705586734110998,0.001,0.0,0.01,linear,9,17.29206120967865,20.522464991570505,1.2640519380569455,1.5352297100187269,"{'C': 0.001, 'epsilon': 0.0, 'gamma': 0.01, 'kernel': 'linear'}",-0.18670718346229953,-0.1848650096989268,-0.1959512831903154,-0.19430367927904274,-0.20889400859161375,-0.1836397274763903,-0.17751889977080676,-0.17678246653494373,-0.1854999012266908,-0.1901207821349039,0.009025689769983535,339,-0.44685245598054135,-0.1591359214780789,-0.26738217713842777,-0.3811428531042421,-0.548875911719213,-0.6942668159449004,-0.5191073027845766,-0.22413783132310625,-0.2791096335570229,-0.2827622344535155,0.16015433641565646,783,-0.6835689580928201,-0.4508482027412839,-0.5388174419976608,-0.6425243188201585,-0.7186356910584686,-0.8382414099541231,-0.6998964070136426,-0.5116407142423623,-0.5494177652039199,-0.5363640127751692,0.11274809905270745,330,-2.3420526049730497,-0.4084673798335629,-0.8656775296366063,-1.7552311393978943,-2.2498317877560496,-3.4930024755966516,-2.597575717442526,-0.8927143450470841,-1.164054511196445,-0.9369792432311288,0.9281555911857108,1319
