struct;co2_ads [mg/g];q_st_co2_ads [kJ/mol];co2_des [mg/g];q_st_co2_des [kJ/mol];n2_ads [mg/g];q_st_n2_ads [kJ/mol]
bcv_28-01-01_28-01-01_06-08-01_06-08-01_07-08-01;427.410428035248;7.709429736603406;3.7410599239199995;6.191715600385039;168.895483482721;3.7155976934214316
zyl_16-02-08_16-02-08_29-02-08_06-10-08_06-10-08_06-10-08_06-10-08;453.13203502233;6.944094049840079;3.6956849254200006;6.681369046623745;175.03725709126996;3.458251451213308
bpr_14-02-08_11-02-08_09-10-08_09-10-08;435.9377635948739;9.162576115913797;3.855367442346;7.788002680764628;139.351816237584;4.052196651703822
unl_24-02-05_04-04-05_04-04-05_04-04-05;664.2870978810321;6.966118017560157;6.030195538822;6.922279822997389;245.73624732556902;3.311818941720442
wfa_24-03-12_07-12-12_07-12-12_06-12-12;438.90360849524996;11.129597738313686;4.0455463043909985;10.700270157513597;112.5600415385;3.7245319486537185
tpz-a_16-02-05_16-02-05_16-02-05_16-02-05_28-02-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05;2288.439640785276;4.2042587785967305;21.169007897796;3.406552585282024;1234.7382224287599;2.6655424400355248
eec_32-03-12_31-03-12_29-03-12_06-12-12_06-12-12;565.881585501545;8.071471694893098;5.883920384892;8.389637614049764;173.47531266193198;3.7348261115433634
edi-c_28-02-08_29-02-08_06-10-08_06-10-08_06-10-08;346.42148223182494;10.390118173322033;2.8378183359650007;10.146436718289424;92.65298051546098;4.5864417406222895
ulf_24-03-09_01-05-09_01-05-09_01-05-09;1223.946020648846;6.123906837351897;11.417308141117994;4.9692240252152775;590.0015588605878;2.9056493484875268
utn_14-02-06_01-02-06_02-02-06_01-02-06;400.23908468821503;8.385760924778253;3.51262430599;8.268559448555;119.676900759096;4.1711943912595295
nbo-a_21-10-08_01-02-08_02-02-08;887.4709406489163;6.922790186001147;8.356340793528002;5.244040543574283;411.58479523529815;3.1415952033071517
mtf_24-03-12_14-03-12_24-03-12_06-12-12_06-12-12;411.12171686060753;19.049088163447326;7.801467910844999;21.213638011649284;31.86747098321625;7.564996733119148
tfa-c_14-03-12_29-03-12_06-12-12_06-12-12;430.20094587629603;9.545032098534811;4.639314945380001;8.912403903903147;99.639941862204;4.247941326024554
jaj_32-02-08_29-02-08_31-02-08_07-10-08_07-10-08;478.122294307788;7.242261229309089;4.4478716985719995;6.997722193765173;174.43888930646995;3.5254287646746016
mog-c_31-02-08_29-02-08_09-10-08_09-10-08;400.49007749121597;11.836760791085887;3.3726169554080005;11.694798987857375;70.34333582137499;5.467106340266284
tbo-a_23-08-01_23-08-01_02-01-01_02-01-01_02-01-01_02-01-01;898.1747109023497;5.368643810001336;7.981308296849999;4.676028727637624;449.1807480926819;2.9815470645575575
pnf_24-05-09_24-05-09_02-03-09_02-03-09_02-03-09_02-03-09;329.76870324528215;16.495349080848975;3.408401972374;15.624310868907411;38.99571118959374;6.600452520499303
ths-c3_11-04-05_01-02-05_01-02-05;708.5470634384959;15.680428984446205;7.059299572555001;16.901316144059038;61.089153603721506;5.7343440546775595
sin_13-02-08_10-10-08_10-10-08_10-10-08;1715.39825276149;4.439771936081996;15.968614857789007;3.4937238955900214;937.4335337440319;2.6552270821338566
bcy_28-02-04_29-02-04_03-03-04_03-03-04_03-03-04_03-03-04;629.38406839154;5.90288746541509;5.829262766635;5.516226644633329;255.54787996232102;3.152369923284627
epe_24-03-09_16-03-09_24-03-09_04-05-09_04-05-09;1315.2905051666635;5.805733232052733;11.945864927879994;4.7542891919447925;661.009457790225;2.889255034640086
ths-b-c_11-03-12_23-12-12_None_None;914.3559306525436;29.74497843763339;17.64587963209957;22.277080222586132;58.40724001760415;8.750494964277419
sln_32-02-06_32-02-06_29-02-06_03-02-06_04-02-06_04-02-06;843.1504020930603;6.207129820256197;8.836186512468;4.5052101147760695;390.35951260218;3.0417188058129083
uld_28-03-12_09-12-12_09-12-12_08-12-12;665.759060131788;10.718781736052069;7.8796463794920015;15.032682945630643;202.36437672467395;3.8539742438371967
tru_16-05-09_16-05-09_31-05-09_16-05-09_31-05-09_01-03-09_01-03-09_01-03-09_01-03-09;802.3524206356799;5.865215168555304;7.605902800793997;6.036370188467992;339.37255679573104;2.8835038749362107
dnr-a_14-02-08_14-02-08_14-02-08_14-02-08_07-10-08_07-10-08_07-10-08_07-10-08_07-10-08_07-10-08_07-10-08_07-10-08;1623.3593220325617;4.6706249618604865;15.594470445635993;4.282956767134942;875.5328533360498;2.6774701512525945
sdt_28-02-08_28-02-08_08-10-08_08-10-08_09-10-08;417.25267741772797;8.754544554212934;3.52569955664;7.563936994071537;133.65442065385201;4.300401083317368
ukx_29-02-04_03-03-04_03-03-04_03-03-04;567.930732610143;5.970502183815102;4.9538324150349995;7.264177813670973;219.35768052800012;3.2053298223305844
tbd_14-02-06_12-02-06_02-02-06_04-02-06;1257.759513453376;4.522760245318551;11.764743593023994;3.1900651372379634;652.6688620741111;2.7710066125654707
cmd_30-01-01_30-01-01_30-01-01_30-01-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01;413.0757669728821;10.067101730730286;3.907640386728;7.038207214763336;127.12560174374998;3.9472905126768465
lvt-b_31-02-06_24-02-06_03-02-06;704.1627030037822;6.367250209436886;7.056072532861002;4.397995306653728;311.95828609988894;3.0820694853667363
srs-a_23-08-01_04-01-01_04-01-01;1731.8157517289974;3.857089994539056;16.141910577084;3.515754785435741;943.6458983128873;2.8215791122682754
jaj_34-11-10_28-06-10_31-06-10_None_None;666.8888280832841;16.900228835667836;5.22728173855525;13.713983826809722;66.51901265167373;6.896643038293525
ths-b-c+_12-03-12_20-12-12_None_None;661.209910474816;16.11406922964135;7.529834553753997;17.755085795114272;50.00708362823102;5.705999049804504
fth_29-02-04_29-02-04_02-03-04_02-03-04_02-03-04_02-03-04_02-03-04_02-03-04_02-03-04;490.93987921962486;7.994063026835892;4.247127009125001;6.455068227428213;187.74854452153804;3.5038868645517938
utb_14-02-08_09-10-08_09-10-08;332.1809995687679;13.046180158573609;3.103731985152;11.65531170572238;67.39206633378501;5.181747236948617
eta_16-02-08_09-10-08_08-10-08;603.0289289425799;5.42635072081656;5.284378885240001;4.222534200600512;261.39594338316897;3.4732614990562354
mep_29-03-09_29-03-09_29-03-09_05-05-09_05-05-09_05-05-09_05-05-09;980.344588600152;5.186669278216901;9.329278868292;4.290900835951644;453.84968032582185;2.9679433090451495
bbx_29-02-06_31-02-06_03-02-06_03-02-06_04-02-06;872.3489185341091;6.245715005657065;8.270564039784;4.113337738338439;396.57809010918595;3.0087332542331247
dpc_12-02-06_30-02-06_11-02-06_02-02-06_01-02-06;482.2051073165641;6.93029093149942;4.6058047642350015;6.155880107919871;191.7708026494;3.3420830148122533
fxt_16-02-06_01-02-06_01-02-06_01-02-06;291.2768795929125;11.455460363776762;2.6696697310185002;10.579219474743443;62.1604767308425;4.5199861162342225
mou-e_29-01-01_31-01-01_31-01-01_08-08-01_08-08-01_08-08-01;539.5124884544199;7.1652536173088945;4.9514549144840005;5.313988008001163;217.92345751949546;3.1393631238068234
ces-a_16-02-08_16-02-08_16-02-08_28-02-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08;639.54204585352;5.853257704266395;6.392764185328;5.332506326173001;290.907702756896;3.0161286241451957
jec_12-02-06_12-02-06_12-02-06_30-02-06_None_None_None_None_None;343.31204066382;11.235507070886056;2.806101797985001;8.481610012819951;66.90952055866775;5.215189994587118
icc-a_12-02-06_12-02-06_01-02-06_02-02-06_02-02-06_02-02-06;356.04457602106004;7.889593098389673;3.236811456939998;7.228837625003855;119.75854600702502;3.7737403205146065
mds_29-03-09_29-03-09_29-03-09_29-03-09_29-03-09_29-03-09_29-03-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09;580.8900938829562;7.775544039055045;5.525597856219998;6.8995767431358574;197.43069509376892;3.3806761341476452
ths-b-c_13-03-12_18-12-12_None_None;563.05722170838;13.241370890087133;3.439658990516;10.155639821034976;76.963881957039;5.7369646743654465
oge_13-01-01_13-01-01_13-01-01_13-01-01_07-08-01_07-08-01_07-08-01_07-08-01;782.2013612764998;4.64623362838699;7.037069518380001;4.711075524285073;383.8905981093981;3.1899240704800182
ula_31-03-12_07-12-12_07-12-12_07-12-12;451.4274169647001;12.684577241474928;4.822460411625;15.441959658992893;83.25019053964797;4.811388062991947
lig_16-02-08_07-10-08_06-10-08;540.8198808192632;5.497445972935643;5.350789298015999;4.436311567704272;241.928311993635;3.3194324205989827
zul_29-01-01_31-01-01_16-01-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01;406.17216650015996;8.235997123708039;2.9755440476190005;6.601857150449869;152.104799524392;3.664614500444217
nju_29-03-12_31-03-12_32-03-12_06-12-12_06-12-12;870.5527660178999;6.378405176985773;8.05324456702;7.2742422149460575;351.4430892722672;3.0999206837605366
ctn_21-10-08_30-02-08_None;438.2664970026149;13.082590540788267;3.788623515843;11.333012809214988;72.487741048992;5.692940694539916
nju_30-04-05_30-04-05_14-04-05_03-02-05_03-02-05;1347.8760168787794;6.15493614506984;13.613175982055994;5.884771535062495;634.5988444731598;2.910787292463574
etl_11-02-08_11-02-08_08-10-08_08-10-08_08-10-08;446.04259062070395;8.454258021237381;3.628157032544001;7.243638922948133;151.39522133530198;3.872183031080268
cry_34-11-10_34-11-10_34-11-10_04-06-10_03-06-10_03-06-10;195.407376459471;17.512502668586187;1.6826813079299998;12.076586222131462;29.469956936066996;7.754863893960508
tps-a_16-02-06_16-02-06_16-02-06_28-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06;3081.060463345755;3.7706906242917984;27.970024703697995;3.0275186351529153;1765.7492759181173;2.616074734089422
she-a_16-02-06_16-02-06_03-02-06_04-02-06_04-02-06;1740.1614168095205;4.176228703639295;15.649708735779994;3.484695327383758;945.13572230513;2.7978837621851067
pbz-l-l_17-10-08_17-10-08_17-10-08_17-10-08_17-10-08_17-10-08_02-02-08_02-02-08_02-02-08_02-02-08_02-02-08_02-02-08_02-02-08_02-02-08_02-02-08_02-02-08;608.831277440962;8.022659021587986;5.401575647835999;6.049778359229815;212.58008546228405;3.209452892116662
lwg-a_36-11-11_36-11-11_36-11-11_36-11-11_36-11-11_03-07-11_03-07-11_03-07-11_03-07-11_03-07-11_03-07-11_03-07-11_03-07-11_03-07-11;769.7760599718131;5.395070142450613;7.404221284854999;6.32725967816326;365.042795721968;3.061865665096432
htb-a_13-03-12_13-03-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12;305.5659811183387;15.94894449826234;3.765683368179;16.636113866644372;39.107374458339;5.524479594010364
sab-a_16-03-12_28-03-12_16-03-12_28-03-12_16-03-12_28-03-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12;743.3226516401597;7.735625394429049;6.902883061663999;7.193829888531963;283.85849346697194;3.3640347002622963
hee_15-03-12_15-03-12_08-12-12_08-12-12_08-12-12_08-12-12;1458.5381906495518;4.638707328329269;13.341639261486002;3.859542143068928;758.5439132463298;2.7337984991873374
ban_29-03-12_29-03-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12;598.626156154032;10.960057107578457;5.725572403238998;9.20013468389526;174.432225042278;4.1108377191423795
tbo-b3_12-02-08_31-02-08_31-02-08_31-02-08_09-10-08_09-10-08_09-10-08;457.60405009875603;10.68142272006496;3.9767781228339993;8.78052731489957;118.41491776101604;4.333263020935618
ffj-a_11-03-04_11-03-04_11-03-04_11-03-04_03-02-04_03-02-04_03-02-04_03-02-04_03-02-04_03-02-04_03-02-04;1879.5411477613432;4.1347649683419085;16.980213893172007;3.542563273776831;1023.4002811353121;2.8001898750532095
ths-b-c_14-02-08_22-10-08_None_None;148.40564596121018;13.147704778889905;1.6425869147392589;15.245246601506924;26.593782952425;7.7782677186252664
fua_31-02-06_29-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06;925.740908015832;6.3817203642833515;9.109664107655998;4.480678144439108;446.54557996250594;2.811463144574028
epa-a_12-02-04_12-02-04_12-02-04_12-02-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04;1083.255598095;5.402990194021858;10.251579096;4.6582255718836505;530.9496042339;2.8332012916622995
unl_29-02-04_05-03-04_05-03-04_05-03-04;623.808258785654;6.6983336963135365;5.543387737383998;5.8660672549037045;251.759770521292;3.2474510258885165
zni_29-01-01_08-08-01_08-08-01_08-08-01;347.847752489409;9.733749852703294;3.177947578416;7.959227211482995;94.413163510512;4.835059278528619
ses-a_12-03-09_12-03-09_30-03-09_02-05-09_02-05-09_02-05-09_02-05-09_02-05-09;647.7906044138432;8.530497774038984;6.070930713894;7.735433435447995;226.302241774302;3.0332735735400704
tfc-e_31-02-06_31-02-06_29-02-06_03-02-06_03-02-06_03-02-06;785.4391270170122;5.7919609469360385;6.881193853716002;4.817907014136399;350.34145220721604;3.0486763006762834
bzd_28-03-12_28-03-12_28-03-12_28-03-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12;607.3320916959719;9.612553591514231;5.999698660495999;9.272563049712186;187.71369375434398;3.6006297511177747
iac-d_16-05-09_16-05-09_28-05-09_01-03-09_01-03-09;749.0539304376573;6.103746931089402;6.974887123035001;6.295515640479166;316.316491519792;3.0942581305394787
nba_25-08-01_21-08-01_01-01-01_01-01-01;640.702678068864;6.4374826128972105;5.693626670691999;5.011245809927486;273.492711794805;3.3185909443490784
csp_29-02-06_29-02-06_29-02-06_None_None_None_None_None_None_None;450.562985113284;8.74619400489728;4.045627069524;7.340068997925991;130.671130539313;3.96610973131176
ofp_14-02-06_29-02-06_28-02-06_None_None;452.6103029695729;7.659350093389063;5.163441222366999;6.0585081103561595;163.89295989350703;3.6526048217050127
epu-a_12-02-04_12-02-04_12-02-04_30-02-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04;894.1903885960922;6.32011435857717;8.714239451424;5.347333033056278;399.7927293750019;2.7311389907501935
bzd_29-02-06_28-02-06_29-02-06_29-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06;755.3833919841729;5.079653867889296;6.750239207123;4.756181705820267;358.843300819488;2.8998028340761306
mml-a_16-03-09_16-03-09_16-03-09_16-03-09_16-03-09_03-05-09_03-05-09_03-05-09_03-05-09_03-05-09_03-05-09_03-05-09_03-05-09_03-05-09;3082.166682979487;4.044578745454065;28.982566285816002;3.3030353753465613;1737.414446066982;2.727194712033897
tdc_28-03-12_28-03-12_28-03-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12;632.764659816428;9.74045917488994;5.916785495384;9.904718458430914;194.00614204043495;3.7284890273071034
dtc_29-03-04_29-03-04_29-03-04_01-02-04_01-02-04_01-02-04_01-02-04_01-02-04_01-02-04_01-02-04;541.2997569360449;6.494309806079827;4.71454028261;6.2653403050385315;213.17377274237393;3.5977563131688846
fty_31-02-08_29-02-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08;635.0542731610781;7.1896835046803025;5.7935243111069985;5.656733312125429;262.717589682403;3.1589412559531453
oku-a_16-02-06_16-02-06_02-02-06_02-02-06_02-02-06_02-02-06;344.32664718186004;8.411803667577338;3.0828815240400003;6.6360406021860765;105.56319211117201;4.221219133939581
ths-b-c_21-08-01_21-08-01_01-01-01_02-01-01;109.65265788708945;11.650157728090086;1.083392819708685;10.121461530266224;23.631617844008247;5.538961021713278
ths-c_12-03-04_02-02-04_01-02-04;461.24392261377955;11.76843507644424;4.347695617971999;10.861106515272596;73.33721163048001;4.888708299884999
yao_24-02-05_24-02-05_15-02-05_15-02-05_15-02-05_02-04-05_02-04-05_02-04-05_02-04-05;927.8305887077;5.7862068370735935;9.233757059159998;4.6475009488256225;426.206338753721;2.9295902101392772
hna_18-12-12_23-12-12_02-03-12_02-03-12_02-03-12;644.1126003519246;20.44050217187361;11.428405750123012;22.17743012406643;44.840306147278035;8.79080508004828
pbz-b_20-08-01_12-01-01_None_None;394.496266640131;7.316374439194317;3.472273472148;6.104875141125622;135.58781117079002;3.776779357226027
tfj_32-02-06_29-02-06_31-02-06_02-02-06_01-02-06;689.6492500471498;6.7325753217663005;6.362708251209002;5.070562487896857;314.30092221508295;3.2188316731549516
lon-b_28-02-05_30-04-05_None_None;474.41134905569237;12.185146543636275;4.52898662583;10.149672333831123;72.93583300817549;4.804190535867346
fth_29-02-04_29-02-04_04-03-04_04-03-04_04-03-04_04-03-04_04-03-04_04-03-04_04-03-04;684.2715662017172;7.485279421964238;5.854135347892001;5.773790949244074;290.3160135491981;3.4448418695916683
tpy_16-01-01_16-01-01_16-01-01_07-08-01_07-08-01_07-08-01;797.2781420186881;4.699818701094713;7.739981962704;3.558548536927622;416.17556447817987;2.9908103337534913
pts_24-03-09_30-05-09_None;416.38598013262236;11.207418771465566;4.534148603985001;10.764530882968113;95.55135291598276;4.569379938106
ubo_31-02-08_29-02-08_08-10-08_09-10-08;422.82171534849215;10.257200806140345;3.837130280743001;8.254208537201476;121.25337078870001;4.415556695956468
pcb-b_29-02-08_28-02-08_08-10-08_09-10-08;450.78572815372803;8.629870971184952;4.453138972592999;5.731367312615157;152.139907070612;4.2256337717416095
nju_29-02-06_31-02-06_32-02-06_03-02-06_04-02-06;1715.2133746195127;3.7944310699482457;16.612079807466007;3.9631479384398065;920.6614647780478;2.7468659747403033
gwe_16-02-06_16-02-06_16-02-06_31-02-06_31-02-06_04-02-06_04-02-06_04-02-06_04-02-06_04-02-06;872.2050094857509;5.260273274942153;8.050244229630001;4.359712228556234;420.41260193726896;2.9303200608405064
epe_24-03-09_14-03-09_24-03-09_02-05-09_02-05-09;1096.6295040143382;5.843462824140711;10.36682691793;3.702217534887668;534.8807207009401;2.8739488125484485
utq_36-11-11_02-07-11_02-07-11_02-07-11;345.002224532129;28.782687685485534;6.863546035138;19.529804286886613;31.115328834466;10.181344282481048
ubo_31-01-01_29-01-01_08-08-01_09-08-01;397.577253535254;10.208941731925306;3.87953289477;8.214985613835918;119.44300942950001;4.322927666827076
bpr_11-03-09_14-03-09_02-05-09_02-05-09;622.638219649388;6.655094838910473;5.5974293075859975;6.833639256429965;243.668101607484;3.1216912959794683
tfj_13-02-08_29-02-08_31-02-08_09-10-08_09-10-08;524.879173234185;7.171241037615521;5.421584936457;8.230861487378831;197.57511138486;3.853730844731031
fvr_29-03-04_29-03-04_01-02-04_01-02-04_01-02-04_01-02-04_01-02-04;486.23422891499496;6.993791833725144;4.729664208872;7.2096468401237965;182.262413914308;3.302623285695691
uml_24-02-06_03-02-06_04-02-06_04-02-06_04-02-06;961.2429836659801;5.09126051950271;8.675771592166003;4.961182356328997;465.7694322239199;3.0528623095315215
dtd_28-02-06_28-02-06_28-02-06_29-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06;840.4908326243719;6.5434567181096925;7.468319122262999;4.996520519285136;397.10581166879996;2.941179455912269
pbz-b_17-12-12_14-03-12_None_None;566.4373493955502;12.250629751495266;4.9077266805000015;10.846831398280267;108.17685014947195;3.9897084333651858
itv_28-02-08_29-02-08_07-10-08_07-10-08;335.6290926433361;9.924129019548994;2.9887296173520004;7.622394143189798;88.7294571225725;4.761359614576395
oku-a_12-03-12_12-03-12_08-12-12_08-12-12_08-12-12_08-12-12;628.184283222216;17.765961244423195;10.218161867312;19.706111727264336;55.470609224821004;6.478514913648157
lon-b_29-02-04_28-02-04_03-03-04_03-03-04;511.511195818704;7.250670127679112;3.7325685626;4.957014906771564;200.1453664111199;3.6353583621564103
tpy_20-10-08_20-10-08_20-10-08_05-02-08_05-02-08_05-02-08;2673.05657678686;3.585575902658353;24.891042313499998;2.9616212997057603;1518.7495657988204;2.692570640896886
ply_23-10-08_23-10-08_23-10-08_23-10-08_23-10-08_01-02-08_01-02-08_01-02-08_01-02-08_01-02-08_01-02-08_01-02-08_01-02-08;496.8434723630845;16.331849246031087;4.188404471382701;13.108667578603153;68.59356710651497;6.814558755713103
fty_29-02-04_29-02-04_01-03-04_01-03-04_01-03-04_01-03-04_01-03-04_01-03-04_01-03-04;695.2786843036229;6.239745312434242;6.72842855301;6.175017386622275;291.20929926324004;3.4252261780219166
fmj_14-02-06_14-02-06_24-02-06_24-02-06_24-02-06_05-02-06_05-02-06_05-02-06_05-02-06;1433.6057329049195;4.93017447431487;13.792891501461996;3.871160249961374;757.7826842421001;2.8759810252091516
srs-c3_16-03-04_04-02-04_04-02-04;410.09713075815904;7.544389723469147;3.4103711497559988;6.4104915658830075;146.06156577435502;3.754426826601207
cez-a_13-02-06_13-02-06_13-02-06_13-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06;1514.9108428018078;3.9710480618746455;14.509863907595998;3.3504456810214935;803.546608431708;2.7456553597606903
ulj_30-04-05_01-02-05_02-02-05;672.0821619588712;11.318654868188831;6.423965286506001;10.731974080736892;129.006822304031;3.8242923290984714
urn-a_12-04-05_12-04-05_12-04-05_30-04-05_02-02-05_02-02-05_02-02-05_02-02-05_02-02-05_02-02-05_02-02-05_02-02-05;1123.814364968952;5.8868423145481374;9.639203875776;4.981794853236253;541.4007505021382;2.8161405921384985
dtd_30-02-06_30-02-06_30-02-06_30-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06;483.066903791782;6.414577029703338;4.192974207438;4.521499879133882;203.41119708748798;3.2619937671174686
tbo_12-02-08_24-02-08_09-10-08;471.48773659354805;8.932695859992563;4.4427033303300005;8.555011078255674;154.10660789274598;3.681368207803341
epe_24-02-06_32-02-06_24-02-06_None_None;789.6940247397183;6.809522376807326;7.279119069390001;6.03947811019788;344.4511517370629;3.2054271695033196
ssa-a_16-01-01_16-01-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01;931.9858468214978;5.270337076349925;8.742471091718;4.039986200594327;479.00530934577296;2.7249984892641956
rra_29-02-05_16-02-05_16-02-05_02-04-05_02-04-05_02-04-05;865.102165369952;7.109845676353757;8.342732031288;6.820346466504523;376.9061090171199;2.964851569486387
bil_16-02-08_16-02-08_16-02-08_16-02-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08;285.25248719322576;16.413681834451697;3.526014254848;16.47270328061593;38.856460567056;7.142860847438643
cry_16-01-01_16-01-01_16-01-01_06-08-01_06-08-01_06-08-01;233.77010008661102;12.443220042206185;2.038740145875;10.9563163866514;42.1240169123775;6.204621309622997
tbd_12-03-12_11-03-12_10-12-12_10-12-12;771.7925925105333;9.127935822446442;6.665338037342999;8.664276331247768;257.31900263916;3.3431389598182184
srs-c3_21-08-01_01-01-01_02-01-01;398.35684203474403;10.348657432540806;3.707987152932;7.775272690073375;117.356767599105;4.064579713019707
tpy_14-02-06_13-02-06_13-02-06_02-02-06_02-02-06_02-02-06;1608.277194366256;3.9532066069805256;14.940105183312006;3.5431285773423213;873.8289070514159;2.652329512209098
tdd_28-01-01_28-01-01_28-01-01_28-01-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01;596.449251874512;5.923789411377728;5.429287446603001;5.322571901985668;279.70204285001995;3.088382903159201
xcb_12-02-08_30-02-08_06-10-08_06-10-08_06-10-08_06-10-08;471.91069992249396;9.420415262800354;5.540040233882;7.128111060794785;133.54545167125198;3.868031852758678
bpr_12-03-09_14-03-09_04-05-09_04-05-09;812.5773230995198;6.4991609626759566;7.540555068288;5.153473837334243;352.55869171170195;3.313498914724595
fvp_30-02-04_30-02-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04;604.819217430216;6.010038129102867;5.314855234032;6.052233341563053;243.349016237434;3.2071516633872084
xlz-a_11-04-05_11-04-05_30-04-05_02-02-05_02-02-05_02-02-05_02-02-05_02-02-05_02-02-05_02-02-05;965.2153889969501;8.247141068908613;9.009508866914;8.76674094922012;369.83295423880617;2.972074710791498
lon-b_30-01-01_28-01-01_07-08-01_06-08-01;282.64236232887606;7.913184270804273;2.0220444696359996;8.017708590571388;91.06971190134823;4.203312585990733
csk_12-02-08_30-02-08_30-02-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08;409.35375238607696;10.516267701120203;3.460288267203;9.713340917081425;101.574299942775;4.486000779686399
bor_11-03-09_28-05-09_None;478.57590349484;11.248950891588937;4.658703485348;10.55634952595666;104.05886321534;4.469683455309384
ftc_28-03-09_29-03-09_01-05-09_01-05-09_01-05-09_01-05-09;677.975429514438;6.453158215798963;5.878646938086;6.4204679386898045;263.623919244847;3.2170962493206363
etf_16-01-01_08-08-01_08-08-01_08-08-01;569.8938298261738;5.7735748435302865;5.142091840257999;4.777076000443527;254.97562136452999;3.185546498851514
ptr_29-02-08_24-02-08_08-10-08_08-10-08;548.4890622386561;6.961961153491111;5.13257200176;5.261480768297111;214.62574537508098;3.2681372475533355
epb-a_28-02-04_16-02-04_16-02-04_16-02-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04;1217.840575978308;4.627479429192459;11.730596401203996;2.856754096734833;626.9348901018252;2.9346100916074116
wiz_35-11-03_02-01-03_01-01-03_02-01-03;438.2092416710385;14.607345143136044;2.7797038457857504;11.792858349265945;54.364974544804;5.742765472168883
ast_28-02-08_30-02-08_07-10-08_09-10-08;396.51535119850496;9.419661313191463;3.5754799626699993;8.638658672114003;120.280614716988;4.257595937800393
noh_12-02-08_12-02-08_07-10-08_06-10-08;395.38784108124;9.428855853843707;2.9937229346600005;9.643550955233724;107.4481031988;4.279807081093165
tfz-a_21-12-12_21-12-12_21-12-12_04-03-12_04-03-12_04-03-12_04-03-12;1653.7125200410153;4.960303426419251;15.502593359574998;4.499945245248072;844.6752368167412;2.932131207558114
fvr_29-02-06_29-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06;781.699738549461;6.467695825883028;7.413732380616;5.353996519326975;358.31474547184206;3.177874762824248
het_28-02-06_16-02-06_16-02-06_05-02-06_05-02-06;1453.416655498794;4.441540338157288;13.758710605269;3.735494412775824;767.913849417538;2.658601377658738
phx-a_16-01-01_16-01-01_16-01-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01;785.4349081861002;5.670290562561643;7.5245997233549975;4.6825721953934485;376.2825326771061;2.9990695990715897
lwg_31-02-06_16-02-06_16-02-06_01-02-06_01-02-06_02-02-06;723.5872767154201;5.37236474098508;7.11520277416;4.630855903445447;337.2302687356;3.0385594082109333
dno-a_28-02-06_28-02-06_16-02-06_16-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06;713.8530957245309;5.2454793763605405;6.317209691856;3.830035162389968;341.012656516824;3.0659298036327445
noa_13-03-04_13-03-04_01-02-04_01-02-04_01-02-04_01-02-04_01-02-04;953.5581175691301;5.569780844588336;8.881854609698003;3.5443151704350693;475.8834098652481;3.030328369787884
