struct;co2_ads [mg/g];q_st_co2_ads [kJ/mol];co2_des [mg/g];q_st_co2_des [kJ/mol];n2_ads [mg/g];q_st_n2_ads [kJ/mol]
tfp-a_14-05-09_14-05-09_14-05-09_14-05-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09;3484.124223276673;3.8052741708496978;31.708302415488006;2.9390144891608765;1974.166736358;2.6119762495638748
ana-f_35-11-03_35-11-03_01-01-03_01-01-03_01-01-03;519.3484117656449;7.25969803586832;5.853101184768;10.77207740301082;161.81962298358897;3.707546007484869
cbd_29-02-08_29-02-08_29-02-08_29-02-08_29-02-08_29-02-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08;427.9656852280439;7.2699375141652265;3.9318075274949997;7.810759573306988;148.739870197555;3.8070660376763414
pcu-h_16-01-01_06-08-01_07-08-01;557.313068555657;5.6832079149423915;5.275811584133001;4.267671313278654;265.73848044102;3.0409148419075627
tdc_29-04-05_29-04-05_29-04-05_04-02-05_04-02-05_04-02-05_04-02-05_04-02-05_04-02-05_04-02-05_04-02-05_04-02-05;1147.934229198408;5.53568985603894;10.418061136967998;5.317196337213012;526.6468946908631;2.895586967799624
uny_29-04-05_02-02-05_01-02-05;667.1478538197482;16.903225121237647;5.8288515738390005;16.002709936895368;55.69549372351801;5.726236801620313
eed_12-02-06_31-02-06_29-02-06_None_None;383.740786942602;9.910691069892817;2.886819461148;8.59156147856212;105.26532727616406;4.590036252686128
upa_30-02-04_02-03-04_02-03-04_02-03-04;398.39617089038427;14.450713942880734;2.7176777214995003;13.148016253595436;53.12053861529625;6.223597584317309
mgz-x-d_29-02-08_29-02-08_29-02-08_29-02-08_29-02-08_29-02-08_29-02-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08;451.803735382242;8.636910428378263;4.3508576334779985;5.708561377007241;156.053948144136;3.9561374434439633
zni_29-03-12_09-12-12_08-12-12_09-12-12;473.601213361284;16.57869295530449;5.735594202708;17.109073683514257;56.01241275878699;6.126478097440501
odh_2_07-08-01_4_29-01-01;385.445694682949;7.717177286678487;3.5661647024580003;7.8767952979260505;136.069985781628;3.4729791041451628
tfp-a_35-11-03_35-11-03_35-11-03_35-11-03_05-01-03_05-01-03_05-01-03_05-01-03_05-01-03_05-01-03_05-01-03;2544.0027921089604;4.061403804856912;24.496057802125;3.7665670685746138;1407.9652110753327;2.7676327990922256
edi-c_29-01-01_29-01-01_06-08-01_06-08-01_07-08-01;331.158957063242;8.766624299070957;3.6548879770480003;9.411847028065033;88.19732748077898;4.3884102773076865
dia-b_30-02-04_29-03-04_None;421.73278342244737;13.872681837610294;2.9533780665543765;9.832432982764944;59.500104103161405;6.0556837071707985
odg_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_None_None_None_None_None_None_None_None_None_None_None_None_None_None_None_None;419.74797385173594;9.751106036177383;3.5088123564119997;8.674950927888025;118.37909196183;3.984719406431502
fvd_29-03-12_29-03-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12;560.9739676686298;9.371316108695515;5.01587628112;9.279288630259542;159.906929617246;3.702881860294688
dtd_28-02-08_28-02-08_28-02-08_28-02-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08;541.714011241275;7.682675949997872;4.7032534309319995;6.9251465296706085;195.96095540126998;3.8062335126995097
tfu_29-07-11_36-11-11_16-07-11_None_None_None;499.16468471691087;17.26874404624042;3.4284841353490005;14.04440763165293;51.968364731371004;6.9206156986330685
ukb_29-02-06_01-02-06_01-02-06_01-02-06;532.2902031810991;7.461296293099747;4.630999334614;5.7978949671384425;205.444822544704;3.45582809579437
ofp_12-02-06_29-02-06_28-02-06_None_None;365.07198020668886;9.575448984706757;3.5771040378104995;8.895490757513185;94.476374030633;4.5484103935925475
unl_29-03-12_08-12-12_08-12-12_08-12-12;481.42719787731204;11.467444570925473;4.797794704032001;10.914101399434106;106.39446829905606;4.116128952006677
icc-a_35-11-03_35-11-03_02-01-03_02-01-03_02-01-03_02-01-03;360.95529451548;13.249510512662251;2.7537142574130007;10.10509541103503;62.84462353401599;5.089988556596054
unf_30-02-08_06-10-08_07-10-08_06-10-08;457.00566430000003;15.848437199878163;3.6175606268799982;11.722448956382088;54.578618578072;6.997435748089063
dtc_29-05-09_29-05-09_29-05-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09;859.836117472668;6.250539034358737;8.220272259654001;4.918822853268553;374.73129273310485;3.0392504784274688
dtd_29-01-01_29-01-01_29-01-01_29-01-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01;576.7494385484359;6.334350157439254;5.211146479915999;5.615299270481998;252.94894301143802;3.232534361620413
mgz-x-d_29-05-09_29-05-09_29-05-09_29-05-09_29-05-09_29-05-09_29-05-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09;581.7421351846759;7.32254128707743;5.5433304820750005;7.2409938944361825;209.50185998227002;3.341795359390322
eed_33-11-02_31-01-02_29-01-02_None_None;623.0030734618607;16.223918608023116;5.605479879399001;16.714014512187518;62.7872104659915;6.191482230185293
fgl_25-12-12_29-03-12_None_None;474.66074310324996;11.152136056089935;3.3646837485800005;10.39017136993134;95.459728004784;4.16818653987255
itv_29-01-01_29-01-01_07-08-01_06-08-01;315.49468674599393;9.746824666062482;3.352081164516;8.228817028196097;91.42746875841348;4.1509314890636695
ftr_29-02-04_29-02-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04_05-03-04;1354.2016926948065;4.929120377505048;11.951627321014;3.9273306752789567;694.1500654231551;2.857739225392641
jsc_29-02-06_29-02-06_29-02-06_None_None_None_None;424.469760796764;10.264757384468538;3.9600053326979983;7.200932906469729;122.740497237105;3.886293450032756
epn-a_16-02-08_16-02-08_16-02-08_16-02-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08;1398.1146966564474;4.662473694952163;12.888669669504;3.9992964876051658;755.0146225647717;2.7907186707171605
ths-b-c+_11-02-08_17-10-08_None_None;166.8221124673152;39.864886021456385;54.88247751797439;34.582570670690295;32.17101010951799;18.59272759671528
ths-b-c+_34-11-10_16-06-10_None_None;133.688700374697;28.17738837422422;8.983417004947123;24.005170699613608;26.71919108439532;13.838979794268855
sln_11-02-06_12-02-06_29-02-06_None_None_None;365.38387048148695;9.480607239335033;3.5264648980494995;9.740708954242773;99.63802600226698;4.494525586884138
sln_16-03-09_16-03-09_29-03-09_02-05-09_02-05-09_02-05-09;622.482829836232;6.671000299294327;6.111560706600001;5.189961088570404;252.13659045731197;3.4450718538200285
bbq_31-02-08_29-02-08_06-10-08_06-10-08_06-10-08_06-10-08;591.9478237817431;7.0169678824528035;5.6153869218480015;6.041691899247388;242.17773932615398;3.3925661658069672
ths-c3_11-02-06_None_None;893.1800756586179;28.956519734871673;9.423217126352998;16.18907267628808;69.23118512119876;9.20785639086364
mog-c_31-03-12_29-03-12_07-12-12_06-12-12;480.30334682083003;12.536169837318115;3.728277057258;13.196105062843873;66.68295012779201;5.047779219715129
mep_29-03-12_29-03-12_29-03-12_07-12-12_07-12-12_07-12-12_07-12-12;507.3505773523201;11.818292417873531;4.415614369920001;10.068195812877232;120.530959611852;3.9537530740944535
odi_2_01-03-04_4_29-02-04;465.73281678422404;7.981024467605742;4.360058096614;7.8933098512086834;160.161856843504;3.8381014347332036
rho_29-03-12_07-12-12_06-12-12;570.65296236649;9.248270026493056;5.7420980854899994;10.093404196851868;155.90074587644997;3.700838034752491
bao_29-03-12_29-03-12_07-12-12_07-12-12_06-12-12;507.91732532264496;10.174996081362274;4.510908770330001;10.508033587162316;127.10897149533;3.836459999244691
edi-c_29-02-06_29-02-06_03-02-06_04-02-06_03-02-06;512.812557242832;6.671372557855161;5.196742758364;6.431576189854587;194.683576023062;3.2508380415067295
cem-a_12-01-01_12-01-01_12-01-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01;52.13051787642599;18.232711037258376;1.488128379639;24.665343699233713;7.099413363440998;10.329737051357489
ftr_29-01-01_29-01-01_10-08-01_10-08-01_10-08-01_10-08-01_10-08-01_10-08-01;861.360744515418;5.815270691970077;7.740037669948999;4.23233804940425;417.2779523148971;2.89087496631725
cmd_29-02-06_29-02-06_29-02-06_29-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06;857.1609736619071;5.6160425341545475;8.286461278810997;4.623012890935288;401.77510097022196;2.9556956315167824
mds_29-01-01_29-01-01_29-01-01_29-01-01_29-01-01_29-01-01_29-01-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01;379.1327576418479;8.248233851720457;3.279194545872;7.509618011712402;125.729620967424;3.876618201726562
isq_29-01-01_29-01-01_09-08-01_08-08-01_08-08-01;429.705201552835;8.088576788915562;4.459389438054;6.74709367205216;146.95661598904;3.509418595714461
fud_29-04-05_29-04-05_02-02-05_02-02-05_02-02-05;873.2953712130501;7.808134074768497;8.329397625618;6.184337095473591;359.64675130364196;2.9094009098284177
sdt_29-01-01_29-01-01_08-08-01_09-08-01_09-08-01;411.0539059381279;9.776003400119313;3.593735757456;6.606268503248782;133.091445177894;4.0389601749010895
ths-c3_36-11-11_01-07-11_02-07-11;174.36134825895303;26.374194476245805;8.137306700285352;25.67777398176425;23.710139961821394;14.996784209730148
tdd_29-01-01_29-01-01_29-01-01_29-01-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01;663.606930893589;6.406415694426363;5.8314348972840016;4.789833168622132;303.5692866251601;3.0449302699950263
bao_29-02-08_29-02-08_09-10-08_08-10-08_08-10-08;456.6010151693679;8.960480888789164;4.164408042744;7.197623714895554;152.769881456448;3.9030249190529913
dtd_30-02-08_30-02-08_30-02-08_30-02-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08;464.31337731206406;10.397700791837623;3.819681504576;8.627974527401737;131.9020221974;4.09691310617608
fff_29-02-06_29-02-06_31-02-06_03-02-06_03-02-06;663.057254704416;7.096893772927674;6.129249967368;6.5272932286343925;277.080485074224;3.276642994413137
tfp-a_21-12-12_21-12-12_21-12-12_21-12-12_04-03-12_04-03-12_04-03-12_04-03-12_04-03-12_04-03-12_04-03-12;2565.85671172906;4.002889743209948;24.366289869246998;3.3462325008594354;1399.5437212155402;2.63083736683108
odh_2_06-12-12_4_29-03-12;522.522560083942;10.343075176728213;4.607791666808001;9.017587679533413;127.055797930268;4.107391157366203
bzd_29-05-09_29-05-09_29-05-09_29-05-09_05-03-09_05-03-09_05-03-09_05-03-09_05-03-09_05-03-09_05-03-09_05-03-09_05-03-09;1569.6490891219105;5.418955419382871;14.477143563420002;3.3942541624203764;806.051260876554;2.8045273721956945
mtn_29-02-08_29-02-08_29-02-08_06-10-08_06-10-08_06-10-08_06-10-08;422.09291619659814;7.456928747315719;3.836119939432998;6.349256225720098;148.77883982304502;3.7342011949105176
